Token ID	Token	Lemma	POS	Sense	Token ID IT	Token IT	Lemma IT	POS IT	Sense IT
d001.s015.t019	the		X		i001.s015.t024	del	di il	ADP	
d001.s015.t020	patient	patient	N	bn:00061017n	i001.s015.t025	paziente	paziente	NOUN	bn:00061017n
d001.s015.t025	)		X		i001.s015.t026	)	)	PUNCT	
d001.s015.t026	.		X		i001.s015.t027	.	.	PUNCT	
d001.s016.t002	is	be	V		i001.s016.t001	Viene	Venire	AUX	
d001.s016.t001	It		X		i001.s016.t002	somministrato	somministrare	VERB	
d001.s016.t003	given	give	V	bn:00088826v	i001.s016.t002	somministrato	somministrare	VERB	bn:00088826v
d001.s016.t004	once	once	R	bn:00115811r	i001.s016.t004	volta	volta	NOUN	bn:00115811r
d001.s016.t005	every	every	J	bn:00102467a	i001.s016.t005	ogni	ogni	DET	bn:00102467a
d001.s016.t006	three		X		i001.s016.t006	tre	tre	NUM	
d001.s016.t007	weeks	week	N	bn:00043484n	i001.s016.t007	settimane	settimana	NOUN	bn:00043484n
d001.s016.t008	as		X		i001.s016.t008	come	come	ADP	
d001.s016.t011	infusion	infusion	N	bn:00046734n	i001.s016.t009	infusione	infusione	NOUN	bn:00046734n
d001.s016.t012	lasting	last	V	bn:00087620v	i001.s016.t009➕i001.s016.t012	infusione➕durata	infusione	NOUN	bn:00087620v
d001.s016.t010	intravenous	intravenous	J	bn:00102230a	i001.s016.t010	endovenosa	endovenoso	ADJ	bn:00102230a
d001.s016.t013	10		X		i001.s016.t014	10	10	NUM	
d001.s016.t014	minutes	minute	N	bn:00055094n	i001.s016.t015	minuti	minuto	NOUN	bn:00055094n
d001.s016.t015	.		X		i001.s016.t016	.	.	PUNCT	
d001.s017.t001	To		X		i001.s017.t001	Per	per	ADP	
d001.s017.t002	reduce	reduce	V	bn:00084079v	i001.s017.t002	ridurre	ridurre	VERB	bn:00084079v
d001.s017.t004	effects	effect	N	bn:00029874n	i001.s017.t004	effetti	effetto	NOUN	bn:00029874n
d001.s017.t003	side	side	J		i001.s017.t005	collaterali	collaterale	ADJ	
d001.s017.t005	,		X		i001.s017.t006	,	,	PUNCT	
d001.s017.t020	,		X		i001.s017.t006➕i001.s017.t010	,➕assumere	,	PUNCT➕VERB	
d001.s017.t006	patients	patient	N	bn:00061017n	i001.s017.t008	pazienti	paziente	NOUN	bn:00061017n
d001.s017.t007	should		X		i001.s017.t009	devono	dovere	AUX	
d001.s017.t008	take	take	V	bn:00085689v	i001.s017.t010	assumere	assumere	VERB	bn:00085689v
d001.s017.t009	a		X		i001.s017.t011	un	uno	DET	
d001.s017.t010	corticosteroid	corticosteroid	N	bn:00001507n	i001.s017.t012	corticosteroide	corticosteroide	NOUN	bn:00001507n
d001.s017.t011	and		X		i001.s017.t013	e	e	CCONJ	
d001.s017.t013	acid	acid	N	bn:00000902n	i001.s017.t014	acido	acido	NOUN	bn:00000902n
d001.s017.t012	folic	folic	J		i001.s017.t015	folico	folico	ADJ	
d001.s017.t014	(		X		i001.s017.t016	(	(	PUNCT	
d001.s017.t015	a		X		i001.s017.t017	un	uno	DET	
d001.s017.t016	type	type	N	bn:00078798n	i001.s017.t018	tipo	tipo	NOUN	bn:00078798n
d001.s017.t017	of		X		i001.s017.t019	di	di	ADP	
d001.s017.t018	vitamin	vitamin	N	bn:00080147n	i001.s017.t020	vitamina	vitamina	NOUN	bn:00080147n
d001.s017.t019	)		X		i001.s017.t021	)	)	PUNCT	
d001.s017.t021	and		X		i001.s017.t022	e	e	CCONJ	
d001.s017.t022	receive	receive	V		i001.s017.t023	ricevere	ricevere	VERB	
d001.s017.t023	injections	injection	N	bn:00046785n	i001.s017.t024	iniezioni	iniezione	NOUN	bn:00046785n
d001.s017.t024	of		X		i001.s017.t025	di	di	ADP	
d001.s017.t025	vitamin	vitamin	N	bn:00080147n	i001.s017.t026	vitamina	vitamina	NOUN	bn:00080147n
d001.s017.t026	B12	b12	N		i001.s017.t027	B12	B12	PROPN	
d001.s017.t027	during		X		i001.s017.t028	durante	durante	ADP	
d001.s017.t028	treatment	treatment	N	bn:00047235n	i001.s017.t030	trattamento	trattamento	NOUN	bn:00047235n
d001.s017.t029	with		X		i001.s017.t031	con	con	ADP	
d001.s017.t030	Alimta	alimta	N	bn:00602447n	i001.s017.t032	Alimta	Alimta	PROPN	bn:00602447n
d001.s017.t031	.		X		i001.s017.t033	.	.	PUNCT	
d001.s018.t001	When		X		i001.s018.t001	Quando	quando	SCONJ	
d001.s018.t002	Alimta	alimta	N	bn:00602447n	i001.s018.t002	Alimta	Alimta	PROPN	bn:00602447n
d001.s018.t003	is	be	V		i001.s018.t003	viene	venire	AUX	
d001.s018.t004	given	give	V	bn:00088826v	i001.s018.t004	somministrato	somministrare	VERB	bn:00088826v
d001.s018.t005	with		X		i001.s018.t005	con	con	ADP	
d001.s018.t006	cisplatin	cisplatin	N	bn:00577781n	i001.s018.t006	cisplatino	cisplatino	NOUN	bn:00577781n
d001.s018.t007	,		X		i001.s018.t007	,	,	PUNCT	
d001.s018.t027	before	before	R	bn:00114512r	i001.s018.t008	prima	prima	ADV	bn:00114512r
d001.s018.t028	or		X		i001.s018.t009	o	o	CCONJ	
d001.s018.t029	after	after	R	bn:00114165r	i001.s018.t010	dopo	dopo	ADP	bn:00114165r
d001.s018.t030	the		X		i001.s018.t011	la	il	DET	
d001.s018.t032	dose	dose	N	bn:00028320n	i001.s018.t012	dose	dose	NOUN	bn:00028320n
d001.s018.t031	cisplatin	cisplatin	N	bn:00577781n	i001.s018.t014	cisplatino	cisplatino	NOUN	bn:00577781n
d001.s018.t023	should		X		i001.s018.t015	devono	dovere	AUX	
d001.s018.t025	be	be	V		i001.s018.t016	essere	essere	AUX	
d001.s018.t026	given	give	V	bn:00088826v	i001.s018.t017	somministrati	somministrare	VERB	bn:00088826v
d001.s018.t024	also	also	R	bn:00114246r	i001.s018.t018	anche	anche	ADV	bn:00114246r
d001.s018.t008	an		X		i001.s018.t019	un	uno	DET	
d001.s018.t010	medicine	medicine	N	bn:00054128n	i001.s018.t020	medicinale	medicinale	NOUN	bn:00054128n
d001.s018.t009	anti-emetic	anti-emetic	J		i001.s018.t021	antiemetico	antiemetico	ADJ	
d001.s018.t011	(		X		i001.s018.t022	(	(	PUNCT	
d001.s018.t012	to		X		i001.s018.t023	per	per	ADP	
d001.s018.t013	prevent	prevent	V	bn:00088454v	i001.s018.t024	prevenire	prevenire	VERB	bn:00088454v
d001.s018.t014	vomiting	vomit	V	bn:00083115v	i001.s018.t026	vomito	vomito	NOUN	bn:00083115v
d001.s018.t015	)		X		i001.s018.t027	)	)	PUNCT	
d001.s018.t016	and		X		i001.s018.t028	e	e	CCONJ	
d001.s018.t017	fluids	fluid	N	bn:00035426n	i001.s018.t029	liquidi	liquido	NOUN	bn:00035426n
d001.s018.t018	(		X		i001.s018.t030	(	(	PUNCT	
d001.s018.t019	to		X		i001.s018.t031	per	per	ADP	
d001.s018.t020	prevent	prevent	V	bn:00088454v	i001.s018.t032	prevenire	prevenire	VERB	bn:00088454v
d001.s018.t021	dehydration	dehydration	N	bn:00025983n	i001.s018.t034	disidratazione	disidratazione	NOUN	bn:00025983n
d001.s018.t022	)		X		i001.s018.t035	)	)	PUNCT	
d001.s018.t033	.		X		i001.s018.t036	.	.	PUNCT	
d001.s019.t001	Treatment	treatment	N	bn:00047235n	i001.s019.t002	trattamento	trattamento	NOUN	bn:00047235n
d001.s019.t002	should		X		i001.s019.t003	deve	dovere	AUX	
d001.s019.t003	be	be	V		i001.s019.t004	essere	essere	AUX	
d001.s019.t004	delayed	delay	V	bn:00086514v	i001.s019.t005	ritardato	ritardare	VERB	bn:00086514v
d001.s019.t005	or		X		i001.s019.t006	o	o	CCONJ	
d001.s019.t006	discontinued	discontinue	V	bn:00083908v	i001.s019.t007	interrotto	interrotto	VERB	bn:00083908v
d001.s019.t007	,		X		i001.s019.t008	,	,	PUNCT	
d001.s019.t008	or		X		i001.s019.t009	oppure	oppure	CCONJ	
d001.s019.t009	the		X		i001.s019.t010	la	il	DET	
d001.s019.t010	dose	dose	N	bn:00028320n	i001.s019.t011	dose	dose	NOUN	bn:00028320n
d001.s019.t011	reduced	reduce	V	bn:00084079v	i001.s019.t012	ridotta	ridotto	ADJ	bn:00084079v
d001.s019.t012	,		X		i001.s019.t013	,	,	PUNCT	
d001.s019.t013	in		X		i001.s019.t014	nei	in il	ADP	
d001.s019.t014	patients	patient	N	bn:00061017n	i001.s019.t015	pazienti	paziente	NOUN	bn:00061017n
d001.s019.t015	whose		X		i001.s019.t017	cui	cui	DET	
d001.s019.t017	counts	count	N	bn:00023139n	i001.s019.t018➕i001.s019.t024	conta➕presentano	contare	VERB	bn:00023139n
d001.s019.t018	are	be	V		i001.s019.t020	è	essere	AUX	
d001.s019.t019	abnormal	abnormal	J	bn:00096158a	i001.s019.t021	anormale	anormale	ADJ	bn:00096158a
d001.s019.t020	or		X		i001.s019.t022	o	o	CCONJ	
d001.s019.t021	who		X		i001.s019.t023	che	che	PRON	
d001.s019.t022	have	have	V	bn:00088745v	i001.s019.t024	presentano	presentare	VERB	bn:00088745v
d001.s019.t023	certain	certain	J	bn:00099474a	i001.s019.t025	alcuni	alcuno	DET	bn:00099474a
d001.s019.t024	other	other	J	bn:00108011a	i001.s019.t026	altri	altro	ADJ	bn:00108011a
d001.s019.t026	effects	effect	N	bn:00029874n	i001.s019.t027	effetti	effetto	NOUN	bn:00029874n
d001.s019.t025	side	side	J		i001.s019.t028	collaterali	collaterale	ADJ	
d001.s019.t027	.		X		i001.s019.t029	.	.	PUNCT	
d001.s020.t001	Alimta	alimta	N	bn:00602447n	i001.s020.t001	Alimta	Alimta	PROPN	bn:00602447n
d001.s020.t003	not	not	R	bn:00116360r	i001.s020.t002	non	non	ADV	bn:00116360r
d001.s020.t002	is	be	V		i001.s020.t003	è	essere	AUX	
d001.s020.t004	recommended	recommend	V	bn:00082418v	i001.s020.t004	raccomandato	raccomandare	VERB	bn:00082418v
d001.s020.t005	for		X		i001.s020.t005	per	per	ADP	
d001.s020.t006	use	use	N	bn:00030627n	i001.s020.t007	uso	uso	NOUN	bn:00030627n
d001.s020.t007	in		X		i001.s020.t008	in	in	ADP	
d001.s020.t008	patients	patient	N	bn:00061017n	i001.s020.t009	pazienti	paziente	NOUN	bn:00061017n
d001.s020.t009	with		X		i001.s020.t010	con	con	ADP	
d001.s020.t014	problems	problem	N	bn:00048242n	i001.s020.t011	problemi	problema	NOUN	bn:00048242n
d001.s020.t013	kidney	kidney	N	bn:00049083n	i001.s020.t012	renali	renale	ADJ	bn:00049083n
d001.s020.t010	moderate	moderate	J	bn:00106826a	i001.s020.t013	moderati	moderato	ADJ	bn:00106826a
d001.s020.t011	or		X		i001.s020.t014	o	o	CCONJ	
d001.s020.t012	severe	severe	J	bn:00110473a	i001.s020.t015	gravi	grave	ADJ	bn:00110473a
d001.s020.t015	.		X		i001.s020.t016	.	.	PUNCT	
d001.s021.t001	For		X		i001.s021.t001	Per	per	ADP	
d001.s021.t002	more	more	J	bn:00106935a	i001.s021.t002	ulteriori	ulteriore	ADJ	bn:00106935a
d001.s021.t003	information	information	N	bn:00025314n	i001.s021.t003	informazioni	informazione	NOUN	bn:00025314n
d001.s021.t004	,		X		i001.s021.t004	,	,	PUNCT	
d001.s021.t005	see	see	V	bn:00087787v	i001.s021.t005	consultare	consultare	VERB	bn:00087787v
d001.s021.t006	the		X		i001.s021.t006	il	il	DET	
d001.s021.t007	Summary	summary	N	bn:00075142n	i001.s021.t007	riassunto	riassunto	NOUN	bn:00075142n
d001.s021.t008	of		X		i001.s021.t008	delle	di il	ADP	
d001.s021.t010	Characteristics	characteristics	N		i001.s021.t009	caratteristiche	caratteristica	NOUN	
d001.s021.t015	the		X		i001.s021.t010	del	di il	ADP	
d001.s021.t009	Product	product	N	bn:00064584n	i001.s021.t011	prodotto	prodotto	NOUN	bn:00064584n
d001.s021.t011	(		X		i001.s021.t012	(	(	PUNCT	
d001.s021.t012	also	also	R	bn:00114246r	i001.s021.t013	anch&#39;esso	anch&#39;esso	NOUN	bn:00114246r
d001.s021.t013	part	part	N	bn:00021395n	i001.s021.t014	parte	parte	VERB	bn:00021395n
d001.s021.t014	of		X		i001.s021.t015	dell&#39;EPAR	dell&#39;EPAR	NOUN	
d001.s021.t016	EPAR	epar	N		i001.s021.t015	dell&#39;EPAR	dell&#39;EPAR	NOUN	
d001.s021.t017	)		X		i001.s021.t016	)	)	PUNCT	
d001.s021.t018	.		X		i001.s021.t017	.	.	PUNCT	
d001.s022.t001	How		X		i001.s022.t001	Come	come	ADV	
d001.s022.t004	work	work	N		i001.s022.t002	funziona	funzionare	VERB	
d001.s022.t003	Alimta	alimta	N	bn:00602447n	i001.s022.t003	Alimta	Alimta	PROPN	bn:00602447n
d001.s022.t005	?		X		i001.s022.t004	?	?	PUNCT	
d001.s023.t001	The		X		i001.s023.t001	Il	il	DET	
d001.s023.t003	substance	substance	N	bn:00074986n	i001.s023.t002	principio	principio	NOUN	bn:00074986n
d001.s023.t002	active	active	J	bn:00096387a	i001.s023.t003	attivo	attivo	ADJ	bn:00096387a
d001.s023.t005	Alimta	alimta	N	bn:00602447n	i001.s023.t005	Alimta	Alimta	PROPN	bn:00602447n
d001.s023.t006	,		X		i001.s023.t006	,	,	PUNCT	
d001.s023.t007	pemetrexed	pemetrexed	N	bn:00602447n	i001.s023.t007	pemeterxed	pemeterxed	NOUN	bn:00602447n
d001.s023.t008	,		X		i001.s023.t008	,	,	PUNCT	
d001.s023.t009	is	be	V		i001.s023.t009	è	essere	AUX	
d001.s023.t010	a		X		i001.s023.t010	un	uno	DET	
d001.s023.t012	medicine	medicine	N	bn:00054128n	i001.s023.t011	medicinale	medicinale	NOUN	bn:00054128n
d001.s023.t011	cytotoxic	cytotoxic	J	bn:00100866a	i001.s023.t012	citotossico	citotossico	ADJ	bn:00100866a
d001.s023.t013	(		X		i001.s023.t013	(	(	PUNCT	
d001.s023.t014	a		X		i001.s023.t014	un	uno	DET	
d001.s023.t015	medicine	medicine	N	bn:00054128n	i001.s023.t015	medicinale	medicinale	NOUN	bn:00054128n
d001.s023.t018	cells	cell	N	bn:00017027n	i001.s023.t015➕i001.s023.t019	medicinale➕cellule	medicinale	NOUN	bn:00017027n
d001.s023.t016	that		X		i001.s023.t016	che	che	PRON	
d001.s023.t017	kills	kill	V	bn:00090098v	i001.s023.t017	uccide	uccidere	VERB	bn:00090098v
d001.s023.t020	are	be	V		i001.s023.t017	uccide	uccidere	VERB	
d001.s023.t031	the		X		i001.s023.t018	le	il	DET	
d001.s023.t004	in		X		i001.s023.t020	in	in	ADP	
d001.s023.t021	dividing	divide	V	bn:00087100v	i001.s023.t021	divisione	divisione	NOUN	bn:00087100v
d001.s023.t022	,		X		i001.s023.t022	,	,	PUNCT	
d001.s023.t023	such as	such as	R		i001.s023.t023	come	come	ADP	
d001.s023.t025	cells	cell	N	bn:00017027n	i001.s023.t025➕i001.s023.t026	cellule➕tumorali	cellula	NOUN➕ADJ	bn:00017027n
d001.s023.t024	cancer	cancer	N	bn:00015180n	i001.s023.t026	tumorali	tumorale	ADJ	bn:00015180n
d001.s023.t026	)		X		i001.s023.t027	)	)	PUNCT	
d001.s023.t027	,		X		i001.s023.t028	,	,	PUNCT	
d001.s023.t028	which		X		i001.s023.t029	che	che	PRON	
d001.s023.t029	belongs	belong	V	bn:00083389v	i001.s023.t030	appartiene	appartenere	VERB	bn:00083389v
d001.s023.t030	to		X		i001.s023.t031	al	a il	ADP	
d001.s023.t032	group	group	N	bn:00018111n	i001.s023.t032	gruppo	gruppo	NOUN	bn:00018111n
d001.s023.t033	antimetabolites	antimetabolites	N	bn:00004691n	i001.s023.t034	antimetaboliti	antimetabolito	NOUN	bn:00004691n
d001.s023.t034	.		X		i001.s023.t035	.	.	PUNCT	
d001.s024.t003	body	body	N	bn:00011744n	i001.s024.t001	Nell&#39;organismo	Nell&#39;organismo	NUM	bn:00011744n
d001.s024.t001	In		X		i001.s024.t001	Nell&#39;organismo	Nell&#39;organismo	NUM	
d001.s024.t004	,		X		i001.s024.t002	,	,	PUNCT	
d001.s024.t002	the		X		i001.s024.t003	il	il	DET	
d001.s024.t005	pemetrexed	pemetrexed	N	bn:00602447n	i001.s024.t004	pemeterxed	pemeterxed	NOUN	bn:00602447n
d001.s024.t006	is	be	V		i001.s024.t005	viene	venire	AUX	
d001.s024.t007	converted	convert	V	bn:00085761v	i001.s024.t006	convertito	convertire	VERB	bn:00085761v
d001.s024.t008	into		X		i001.s024.t007	in	in	ADP	
d001.s024.t009	an		X		i001.s024.t008	una	uno	DET	
d001.s024.t011	form	form	N	bn:00035913n	i001.s024.t009	forma	forma	NOUN	bn:00035913n
d001.s024.t010	active	active	J	bn:00096382a	i001.s024.t010	attiva	attivo	ADJ	bn:00096382a
d001.s024.t012	that		X		i001.s024.t011	che	che	PRON	
d001.s024.t013	blocks	block	V	bn:00083623v	i001.s024.t012	blocca	bloccare	VERB	bn:00083623v
d001.s024.t014	the		X		i001.s024.t013	l&#39;attività	l&#39;attività	NOUN	
d001.s024.t015	activity	activity	N	bn:00001130n	i001.s024.t013	l&#39;attività	l&#39;attività	NOUN	bn:00001130n
d001.s024.t017	the		X		i001.s024.t014	degli	di il	ADP	
d001.s024.t018	enzymes	enzyme	N	bn:00031085n	i001.s024.t015	enzimi	enzime	NOUN	bn:00031085n
d001.s024.t021	involved	involve	V	bn:00089893v	i001.s024.t016	coinvolti	coinvolgere	VERB	bn:00089893v
d001.s024.t022	in		X		i001.s024.t017	nella	in il	ADP	
d001.s024.t023	producing	produce	V	bn:00084082v	i001.s024.t018	produzione	produzione	NOUN	bn:00084082v
d001.s024.t016	of		X		i001.s024.t019	dei	di il	ADP	
d001.s024.t024	nucleotides	nucleotide	N	bn:00008788n	i001.s024.t020	nucleotidi	nucleotidi	NOUN	bn:00008788n
d001.s024.t025	(		X		i001.s024.t021	(	(	PUNCT	
d001.s024.t026	the		X		i001.s024.t022	gli	il	DET	
d001.s024.t027	building blocks	building block	N	bn:00013726n	i001.s024.t023➕i001.s024.t024	elementi➕costitutivi	elemento	NOUN➕ADJ	bn:00013726n
d001.s024.t028	of		X		i001.s024.t025	del	di il	ADP	
d001.s024.t029	DNA	dna	N	bn:00026301n	i001.s024.t026	DNA	DNA	PROPN	bn:00026301n
d001.s024.t030	and		X		i001.s024.t027	e	e	CCONJ	
d001.s024.t031	RNA	rna	N	bn:00067714n	i001.s024.t028	dell&#39;RNA	dell&#39;RNA	NOUN	bn:00067714n
d001.s024.t032	,		X		i001.s024.t029	,	,	PUNCT	
d001.s024.t033	the		X		i001.s024.t030	il	il	DET	
d001.s024.t035	material	material	N	bn:00053801n	i001.s024.t031	materiale	materiale	NOUN	bn:00053801n
d001.s024.t034	genetic	genetic	J	bn:00103522a	i001.s024.t032	genetico	genetico	ADJ	bn:00103522a
d001.s024.t037	cells	cell	N	bn:00017027n	i001.s024.t032➕i001.s024.t034	genetico➕cellule	genetico	ADJ➕NOUN	bn:00017027n
d001.s024.t036	of		X		i001.s024.t033	delle	di il	ADP	
d001.s024.t038	)		X		i001.s024.t035	)	)	PUNCT	
d001.s024.t039	.		X		i001.s024.t036	.	.	PUNCT	
d001.s025.t001	How		X		i001.s025.t001	Come	come	ADV	
d001.s025.t002	has	have	V		i001.s025.t002	è	essere	AUX	
d001.s025.t004	been	be	V		i001.s025.t003	stata	essere	AUX	
d001.s025.t005	studied	study	V	bn:00082596v	i001.s025.t004	studiata	studiare	VERB	bn:00082596v
d001.s025.t003	Alimta	alimta	N	bn:00602447n	i001.s025.t005	Alimta	Alimta	PROPN	bn:00602447n
d001.s025.t006	?		X		i001.s025.t006	?	?	PUNCT	
d001.s026.t001	For		X		i001.s026.t001	Per	per	ADP	
d001.s026.t002	the		X		i001.s026.t002	il	il	DET	
d001.s026.t003	treatment	treatment	N	bn:00047235n	i001.s026.t003	trattamento	trattamento	NOUN	bn:00047235n
d001.s026.t004	of		X		i001.s026.t004	del	di il	ADP	
d001.s026.t007	mesothelioma	mesothelioma	N	bn:00054512n	i001.s026.t005	mesotelioma	mesotelioma	NOUN	bn:00054512n
d001.s026.t006	pleural	pleural	J	bn:00108692a	i001.s026.t006	pleurico	pleurico	ADJ	bn:00108692a
d001.s026.t005	malignant	malignant	J	bn:00106363a	i001.s026.t007	maligno	maligno	ADJ	bn:00106363a
d001.s026.t008	,		X		i001.s026.t008	,	,	PUNCT	
d001.s026.t009	Alimta	alimta	N	bn:00602447n	i001.s026.t009	Alimta	Alimta	PROPN	bn:00602447n
d001.s026.t010	has	have	V		i001.s026.t010	è	essere	AUX	
d001.s026.t011	been	be	V		i001.s026.t011	stato	essere	AUX	
d001.s026.t012	studied	study	V	bn:00082596v	i001.s026.t012	esaminato	esaminare	VERB	bn:00082596v
d001.s026.t013	in		X		i001.s026.t013	in	in	ADP	
d001.s026.t014	one		X		i001.s026.t014	uno	uno	DET	
d001.s026.t016	study	study	N	bn:00074790n	i001.s026.t015	studio	studio	NOUN	bn:00074790n
d001.s026.t015	main	main	J	bn:00099598a	i001.s026.t016	principale	principale	ADJ	bn:00099598a
d001.s026.t017	in		X		i001.s026.t018	su	su	ADP	
d001.s026.t018	456		X		i001.s026.t019	456	456	NUM	
d001.s026.t019	patients	patient	N	bn:00061017n	i001.s026.t020	pazienti	paziente	NOUN	bn:00061017n
d001.s026.t020	who		X		i001.s026.t021	che	che	PRON	
d001.s026.t022	not	not	R	bn:00116360r	i001.s026.t022	non	non	ADV	bn:00116360r
d001.s026.t021	had	have	V		i001.s026.t023	avevano	avere	AUX	
d001.s026.t028	before	before	R	bn:00114512r	i001.s026.t024	mai	mai	ADV	bn:00114512r
d001.s026.t023	received	receive	V	bn:00087863v	i001.s026.t025	ricevuto	ricevere	VERB	bn:00087863v
d001.s026.t024	chemotherapy	chemotherapy	N	bn:00018141n	i001.s026.t026	chemioterapia	chemioterapia	NOUN	bn:00018141n
d001.s026.t025	for		X		i001.s026.t027	per	per	ADP	
d001.s026.t026	their		X		i001.s026.t029	loro	loro	DET	
d001.s026.t027	disease	disease	N	bn:00027546n	i001.s026.t030	malattia	malattia	NOUN	bn:00027546n
d001.s026.t029	.		X		i001.s026.t031	.	.	PUNCT	
d001.s027.t001	The		X		i001.s027.t001	Gli	il	DET	
d001.s027.t002	effects	effect	N	bn:00029874n	i001.s027.t002	effetti	effetto	NOUN	bn:00029874n
d001.s027.t003	of		X		i001.s027.t003	di	di	ADP	
d001.s027.t004	Alimta	alimta	N	bn:00602447n	i001.s027.t004	Alimta	Alimta	PROPN	bn:00602447n
d001.s027.t005	in		X		i001.s027.t005	in	in	ADP	
d001.s027.t006	combination	combination	N	bn:00020872n	i001.s027.t006	combinazione	combinazione	NOUN	bn:00020872n
d001.s027.t007	with		X		i001.s027.t007	con	con	ADP	
d001.s027.t008	cisplatin	cisplatin	N	bn:00577781n	i001.s027.t008	cisplatino	cisplatino	NOUN	bn:00577781n
d001.s027.t009	were	be	V		i001.s027.t009	sono	essere	AUX	
d001.s027.t010	compared	compare	V	bn:00085450v	i001.s027.t011	confrontati	confrontare	VERB	bn:00085450v
d001.s027.t011	with		X		i001.s027.t012	con	con	ADP	
d001.s027.t012	those		X		i001.s027.t013	quelli	quello	PRON	
d001.s027.t013	of		X		i001.s027.t014	del	di il	ADP	
d001.s027.t015	alone	alone	R	bn:00114234r	i001.s027.t015	solo	solo	ADV	bn:00114234r
d001.s027.t014	cisplatin	cisplatin	N	bn:00577781n	i001.s027.t016	cisplatino	cisplatino	NOUN	bn:00577781n
d001.s027.t016	.		X		i001.s027.t017	.	.	PUNCT	
d001.s028.t001	For		X		i001.s028.t001	Per	per	ADP	
d001.s028.t002	the		X		i001.s028.t002	il	il	DET	
d001.s028.t003	treatment	treatment	N	bn:00047235n	i001.s028.t003	trattamento	trattamento	NOUN	bn:00047235n
d001.s028.t004	of		X		i001.s028.t004	del	di il	ADP	
d001.s028.t008	cancer	cancer	N	bn:00015180n	i001.s028.t005	carcinoma	Carcinoma	PROPN	bn:00015180n
d001.s028.t007	lung	lung	N	bn:00052341n	i001.s028.t006	polmonare	polmonare	ADJ	bn:00052341n
d001.s028.t005	non-small	non-small	J		i001.s028.t007➕i001.s028.t008➕i001.s028.t009	non➕a➕piccole	non	ADV➕ADP➕ADJ	
d001.s028.t006	cell	cell	N	bn:00017027n	i001.s028.t010	cellule	cellula	NOUN	bn:00017027n
d001.s028.t009	,		X		i001.s028.t011	,	,	PUNCT	
d001.s028.t010	the		X		i001.s028.t012	gli	il	DET	
d001.s028.t011	effects	effect	N	bn:00029874n	i001.s028.t013	effetti	effetto	NOUN	bn:00029874n
d001.s028.t012	of		X		i001.s028.t014	di	di	ADP	
d001.s028.t013	Alimta	alimta	N	bn:00602447n	i001.s028.t015	Alimta	Alimta	PROPN	bn:00602447n
d001.s028.t014	were	be	V		i001.s028.t016	sono	essere	AUX	
d001.s028.t015	compared	compare	V	bn:00085450v	i001.s028.t018	confrontati	confrontare	VERB	bn:00085450v
d001.s028.t016	with		X		i001.s028.t019	con	con	ADP	
d001.s028.t017	those		X		i001.s028.t020	quelli	quello	PRON	
d001.s028.t018	of		X		i001.s028.t021	di	di	ADP	
d001.s028.t019	docetaxel	docetaxel	N	bn:01537207n	i001.s028.t022	docetaxel	docetaxel	NOUN	bn:01537207n
d001.s028.t020	(		X		i001.s028.t023	(	(	PUNCT	
d001.s028.t021	another		X		i001.s028.t025	altro	altro	ADJ	
d001.s028.t023	medicine	medicine	N	bn:00054128n	i001.s028.t026	medicinale	medicinale	NOUN	bn:00054128n
d001.s028.t022	anticancer	anticancer	J	bn:00097220a	i001.s028.t027	antitumorale	antitumorale	ADJ	bn:00097220a
d001.s028.t024	)		X		i001.s028.t028	)	)	PUNCT	
d001.s028.t025	in		X		i001.s028.t029	in	in	ADP	
d001.s028.t026	one		X		i001.s028.t030	uno	uno	DET	
d001.s028.t027	study	study	N	bn:00074790n	i001.s028.t031	studio	studio	NOUN	bn:00074790n
d001.s028.t028	involving	involve	V	bn:00089893v	i001.s028.t032	condotto	condurre	VERB	bn:00089893v
d001.s028.t029	571		X		i001.s028.t034	571	571	NUM	
d001.s028.t030	patients	patient	N	bn:00061017n	i001.s028.t035	pazienti	paziente	NOUN	bn:00061017n
d001.s028.t031	with		X		i001.s028.t036	con	con	ADP	
d001.s028.t036	disease	disease	N	bn:00027546n	i001.s028.t037	malattia	malattia	NOUN	bn:00027546n
d001.s028.t032	locally	locally	R	bn:00116147r	i001.s028.t038	localmente	localmente	ADV	bn:00116147r
d001.s028.t033	advanced	advanced	J	bn:00096528a	i001.s028.t039	avanzata	avanzare	ADJ	bn:00096528a
