Token ID	Token	Lemma	POS	Chinese Token	POS ZH	BN Synset	Correct?	Synonyms?	BN Gloss	Token ID ZH	Annotator notes	Chinese Token - BN Synset	Chinese Token - BN Gloss	English Lemma - WN Synsets	English Lemma - WN Glosses	English Lemma - BN Synsets	English Lemma - BN Glosses	Add Annotation	ZH Token-BN Synset	ZH Token-BN Gloss
d001.s012.t002	medicine	medicine	N	药	NN	bn:00054128n	1	1	(medicine) something that treats or prevents or alleviates the symptoms of disease	z001.s012.t003										
d001.s012.t003	can		X	能	VV					z001.s012.t008										
d001.s012.t004	only	only	R	n/a		bn:00116450r	0	0	Never except when		missing translation									
d001.s012.t005	be	be	V	n/a																
d001.s012.t006	obtained	obtain	V	买到	VV	bn:00082276v	1	0	Come into the possession of something concrete or abstract	z001.s012.t009										
d001.s012.t007	with		X	凭	P					z001.s012.t005										
d001.s012.t008	a		X	n/a																
d001.s012.t009	prescription	prescription	N	处方	NN	bn:00064195n	1	1	Written instructions from a physician or dentist to a druggist concerning the form and dosage of a drug to be issued to a given patient	z001.s012.t006										
d001.s012.t010	.		X	。	PU					z001.s012.t010										
d001.s013.t001	How		X	如何	AD					z001.s013.t002										
d001.s013.t002	is	be	V	使用	VV					z001.s013.t003										
d001.s013.t003	Alimta	alimta	N	Alimta	NR	bn:00602447n	1	1	Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.	z001.s013.t001										
d001.s013.t004	used	use	V	使用	VV	bn:00082705v	1	1	Put into service; make work or employ for a particular purpose or for its inherent or natural purpose	z001.s013.t003										
d001.s013.t005	?		X	？	PU					z001.s013.t004										
d001.s014.t001	Alimta	alimta	N	Alimta	NR	bn:00602447n	1	1	Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.	z001.s014.t001										
d001.s014.t002	should		X	能	VV					z001.s014.t003										
d001.s014.t003	only	only	R	只	AD	bn:00116450r	0	0	Never except when	z001.s014.t002									bn:27106048r;bn:00054438n	Merely; only; no more than; neither more nor better than might be expected.;A small pond of standing water
d001.s014.t004	be	be	V	只	AD					z001.s014.t002										
d001.s014.t005	given	give	V	使用	VV	bn:00088826v	0	1	Give (as medicine)	z001.s014.t016									bn:00082705v;bn:00082873v;bn:00084277v;bn:00082711v;bn:00095474v	Put into service; make work or employ for a particular purpose or for its inherent or natural purpose;Occupy or take on;Spend (significant amounts of money);Avail oneself to;Seek or achieve an end by using to one's advantage
d001.s014.t006	under		X	下	LC					z001.s014.t015										
d001.s014.t007	the		X	的	DEG					z001.s014.t013										
d001.s014.t008	supervision	supervision	N	监督	NN	bn:00059908n	1	1	Management by overseeing the performance or operation of a person or group	z001.s014.t014										
d001.s014.t009	of		X	在	P					z001.s014.t004										
d001.s014.t010	a		X	n/a																
d001.s014.t011	doctor	doctor	N	医生	NN	bn:00027976n	1	1	A licensed medical practitioner	z001.s014.t012										
d001.s014.t012	who		X	的	DEC					z001.s014.t011										
d001.s014.t013	is	be	V	n/a																
d001.s014.t014	qualified	qualify	V	资质	NN					z001.s014.t010										
d001.s014.t015	in		X	n/a																
d001.s014.t016	the		X	n/a																
d001.s014.t017	use	use	N	使用	NN	bn:00030627n	1	1	The act of using	z001.s014.t009										
d001.s014.t018	of		X	n/a																
d001.s014.t019	anticancer	anticancer	J	抗➕癌	VV➕NN	bn:00097220a	1	1	Used in the treatment of cancer	z001.s014.t006➕z001.s014.t007										
d001.s014.t020	chemotherapy	chemotherapy	N	化疗	NN	bn:00018141n	1	1	The use of chemical agents to treat or control disease (or mental illness)	z001.s014.t008										
d001.s014.t021	.		X	。	PU					z001.s014.t017										
d001.s015.t001	The		X	的	DEG					z001.s015.t002										
d001.s015.t002	recommended	recommended	J	推荐	NN					z001.s015.t003										
d001.s015.t003	dose	dose	N	剂量	NN	bn:00028320n	1	1	A measured portion of medicine taken at any one time	z001.s015.t004										
d001.s015.t004	of		X	推荐	NN					z001.s015.t003										
d001.s015.t005	Alimta	alimta	N	Alimta	NR	bn:00602447n	1	1	Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.	z001.s015.t001										
d001.s015.t006	is	be	V	为	VC					z001.s015.t005										
d001.s015.t007	500		X	500	CD					z001.s015.t010										
d001.s015.t008	mg	mg	N	毫克	M	bn:00054701n	1	1	One thousandth (1/1,000) gram	z001.s015.t011										
d001.s015.t009	per		X	每	DT					z001.s015.t006										
d001.s015.t010	square	square	J	每➕毫克	DT➕M					z001.s015.t006➕z001.s015.t011										
d001.s015.t011	metre	metre	N	平方米	M	bn:00052501n	1	1	The basic unit of length adopted under the Systeme International d'Unites (approximately 1.094 yards)	z001.s015.t007										
d001.s015.t012	of		X	n/a																
d001.s015.t013	body	body	N	体表	NN	bn:00011744n	1	0	The entire structure of an organism (an animal, plant, or human being)	z001.s015.t008										
d001.s015.t014	surface	surface	N	体表	NN	bn:00075374n	1	1	The extended two-dimensional outer boundary of a three-dimensional object	z001.s015.t008										
d001.s015.t015	area	area	N	面积	NN	bn:00005518n	1	1	The extent of a 2-dimensional surface enclosed within a boundary	z001.s015.t009										
d001.s015.t016	(		X	（	PU					z001.s015.t012										
d001.s015.t017	calculated	calculate	V	计算	VV	bn:00084373v	1	1	Make a mathematical calculation or computation	z001.s015.t019										
d001.s015.t018	using	use	V	根据	P	bn:00082705v	1	1	Put into service; make work or employ for a particular purpose or for its inherent or natural purpose	z001.s015.t013										
d001.s015.t019	the		X	患者	NN					z001.s015.t014										
d001.s015.t020	patient	patient	N	患者	NN	bn:00061017n	1	1	A person who requires medical care	z001.s015.t014										
d001.s015.t021	s		X	n/a																
d001.s015.t022	height	height	N	身高	NN	bn:00043545n	1	1	(of a standing person) the distance from head to foot	z001.s015.t016										
d001.s015.t023	and		X	和	CC					z001.s015.t017										
d001.s015.t024	weight	weight	N	体重	NN	bn:00080831n	1	1	The vertical force exerted by a mass as a result of gravity	z001.s015.t018										
d001.s015.t025	)		X	）	PU					z001.s015.t020										
d001.s015.t026	.		X	。	PU					z001.s015.t021										
d001.s016.t001	It		X	每	DT					z001.s016.t001										
d001.s016.t002	is	be	V	n/a																
d001.s016.t003	given	give	V	进行	VV	bn:00088826v	0	1	Give (as medicine)	z001.s016.t004									bn:00095355v;bn:00082906v;bn:00084554v;bn:00084593v;bn:00085715v;bn:00088913v;bn:00083925v;bn:00085372v;bn:00085566v;bn:00087628v;bn:00088922v	Pass through;Enter upon an activity or enterprise;Move while supporting, either in a vehicle or in one's hands or on one's body;Direct the course of; manage or control;Move ahead; travel onward in time or space;Follow a procedure or take a course;Happen or take place;Happen in a particular manner;Lead, as in the performance of a composition;Carry out or participate in an activity; be involved in;Pass, fare, or elapse; of a certain state of affairs or action
d001.s016.t004	once	once	R	次	M	bn:00115811r	0	1	On one occasion	z001.s016.t006									bn:00019047n;bn:00009404n;bn:00105056a;bn:00106394a	A unit of radioactivity equal to the amount of a radioactive isotope that decays at the rate of 37,000,000,000 disintegrations per second;A United States youth subculture of the 1950s; rejected possessions or regular work or traditional dress; for communal living and psychedelic drugs and anarchism; favored modern forms of jazz (e.g., bebop);Of low or inferior quality;Inferior and worthless
d001.s016.t005	every	every	J	每	DT	bn:00102467a	0	1	Each and all of a series of entities or intervals as specified	z001.s016.t001										
d001.s016.t006	three		X	三	CD					z001.s016.t002										
d001.s016.t007	weeks	week	N	周	M	bn:00043484n	1	1	Any period of seven consecutive days	z001.s016.t003										
d001.s016.t008	as		X	n/a																
d001.s016.t009	an		X	n/a																
d001.s016.t010	intravenous	intravenous	J	静脉	NN	bn:00102230a	1	1	Within or by means of a vein	z001.s016.t007										
d001.s016.t011	infusion	infusion	N	静脉➕输	NN	bn:00046734n	0	1	(medicine) the passive introduction of a substance (a fluid or drug or electrolyte) into a vein or between tissues (as by gravitational force)	z001.s016.t007➕z001.s016.t008	second word matched									
d001.s016.t012	lasting	last	V	每次➕持续	AD➕VV	bn:00087620v	0	1	Persist for a specified period of time	z001.s016.t011➕z001.s016.t012	second word matched									
d001.s016.t013	10		X	10	CD					z001.s016.t013										
d001.s016.t014	minutes	minute	N	分钟	M	bn:00055094n	1	1	A unit of time equal to 60 seconds or 1/60th of an hour	z001.s016.t014										
d001.s016.t015	.		X	。	PU					z001.s016.t015										
d001.s017.t001	To		X	为了	P					z001.s017.t001										
d001.s017.t002	reduce	reduce	V	减少	VV	bn:00084079v	1	1	Cut down on; make a reduction in	z001.s017.t002										
d001.s017.t003	side	side	J	n/a																
d001.s017.t004	effects	effect	N	副作用	NN	bn:00029874n	1	1	A symptom caused by an illness or a drug	z001.s017.t003										
d001.s017.t005	,		X	，	PU					z001.s017.t004										
d001.s017.t006	patients	patient	N	患者	NN	bn:00061017n	1	1	A person who requires medical care	z001.s017.t005										
d001.s017.t007	should		X	应该	VV					z001.s017.t011										
d001.s017.t008	take	take	V	n/a		bn:00085689v	0	0	Serve oneself to, or consume regularly		missing translation									
d001.s017.t009	a		X	皮质	NN					z001.s017.t013										
d001.s017.t010	corticosteroid	corticosteroid	N	类固醇	NN	bn:00001507n	1	1	A steroid hormone produced by the adrenal cortex or synthesized; administered as drugs they reduce swelling and decrease the body's immune response	z001.s017.t014										
d001.s017.t011	and		X	和	CC					z001.s017.t015										
d001.s017.t012	folic	folic	J	皮质	NN					z001.s017.t013										
d001.s017.t013	acid	acid	N	叶酸	NN	bn:00000902n	1	0	Any of various water-soluble compounds having a sour taste and capable of turning litmus red and reacting with a base to form a salt	z001.s017.t016										
d001.s017.t014	(		X	（	PU					z001.s017.t017										
d001.s017.t015	a		X	一	CD					z001.s017.t018										
d001.s017.t016	type	type	N	种	M	bn:00078798n	1	1	A subdivision of a particular kind of thing	z001.s017.t019										
d001.s017.t017	of		X	维生素	NN					z001.s017.t020										
d001.s017.t018	vitamin	vitamin	N	维生素	NN	bn:00080147n	1	1	Any of a group of organic substances essential in small quantities to normal metabolism	z001.s017.t020										
d001.s017.t019	)		X	）	PU					z001.s017.t021										
d001.s017.t020	,		X	，	PU					z001.s017.t022										
d001.s017.t021	and		X	并	AD					z001.s017.t023										
d001.s017.t022	receive	receive	V	服用	VV					z001.s017.t012										
d001.s017.t023	injections	injection	N	注射	VV	bn:00046785n	1	1	Any solution that is injected (as into the skin)	z001.s017.t024										
d001.s017.t024	of		X	n/a																
d001.s017.t025	vitamin	vitamin	N	维生素	NN	bn:00080147n	1	1	Any of a group of organic substances essential in small quantities to normal metabolism	z001.s017.t025										
d001.s017.t026	B12	b12	N	B12	NN					z001.s017.t026										
d001.s017.t027	during		X	期间	NN					z001.s017.t010										
d001.s017.t028	treatment	treatment	N	治疗	VV	bn:00047235n	1	1	Care provided to improve a situation (especially medical procedures or applications that are intended to relieve illness or injury)	z001.s017.t009										
d001.s017.t029	with		X	使用	VV					z001.s017.t007										
d001.s017.t030	Alimta	alimta	N	Alimta	NR	bn:00602447n	1	1	Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.	z001.s017.t008										
d001.s017.t031	.		X	。	PU					z001.s017.t027										
d001.s018.t001	When		X	当	P					z001.s018.t001										
d001.s018.t002	Alimta	alimta	N	Alimta	NR	bn:00602447n	1	1	Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.	z001.s018.t002										
d001.s018.t003	is	be	V	与	P					z001.s018.t003										
d001.s018.t004	given	give	V	服用	VV	bn:00088826v	0	1	Give (as medicine)	z001.s018.t007										
d001.s018.t005	with		X	与	P					z001.s018.t003										
d001.s018.t006	cisplatin	cisplatin	N	顺➕铂	JJ➕NN	bn:00577781n	1	0	Cisplatin is a chemotherapy medication used to treat a number of cancers.	z001.s018.t004➕z001.s018.t005	second word matched									
d001.s018.t007	,		X	，	PU					z001.s018.t009										
d001.s018.t008	an		X	n/a																
d001.s018.t009	anti-emetic	anti-emetic	J	止	JJ					z001.s018.t021										
d001.s018.t010	medicine	medicine	N	药	NN	bn:00054128n	1	1	(medicine) something that treats or prevents or alleviates the symptoms of disease	z001.s018.t023										
d001.s018.t011	(		X	（	PU					z001.s018.t024										
d001.s018.t012	to		X	以	MSP					z001.s018.t025										
d001.s018.t013	prevent	prevent	V	防止	VV	bn:00088454v	1	1	Keep from happening or arising; make impossible	z001.s018.t026										
d001.s018.t014	vomiting	vomit	V	呕吐	NN	bn:00083115v	1	1	Eject the contents of the stomach through the mouth	z001.s018.t027										
d001.s018.t015	)		X	）	PU					z001.s018.t028										
d001.s018.t016	and		X	和	CC					z001.s018.t029										
d001.s018.t017	fluids	fluid	N	液体	NN	bn:00035426n	1	1	A substance that is fluid at room temperature and pressure	z001.s018.t030										
d001.s018.t018	(		X	（	PU					z001.s018.t031										
d001.s018.t019	to		X	以	MSP					z001.s018.t032										
d001.s018.t020	prevent	prevent	V	防止	VV	bn:00088454v	1	1	Keep from happening or arising; make impossible	z001.s018.t033										
d001.s018.t021	dehydration	dehydration	N	呕吐➕脱水	NN	bn:00025983n	1	0	Depletion of bodily fluids	z001.s018.t027➕z001.s018.t034	Second word matched									
d001.s018.t022	)		X	）	PU					z001.s018.t035										
d001.s018.t023	should		X	应	VV					z001.s018.t011										
d001.s018.t024	also	also	R	还	AD	bn:00114246r	1	1	In addition	z001.s018.t010										
d001.s018.t025	be	be	V	n/a																
d001.s018.t026	given	give	V	给予	VV	bn:00088826v	0	1	Give (as medicine)	z001.s018.t020									bn:00082228v;bn:00082319v;bn:00082966v;bn:00086336v;bn:00086434v;bn:00087577v;bn:00087906v;bn:00088828v;bn:00082364v;bn:00082442v;bn:00088815v;bn:00090290v	"Allow to have;Bestow a quality on;Give as judged due or on the basis of merit;""Funds are granted to qualified researchers"";Give (a specific card) to a player;Transfer by deed;Give qualities or abilities to;Make available; provide;Bestow, especially officially;Administer or bestow, as in small portions;Be the cause or source of;Transfer possession of something concrete or abstract to somebody;Have certain characteristics of qualities for something; be open or vulnerable to"
