Token ID	Token	POS	Lemma	BN Synset
d004.s017.t022	药物	NOUN	药物	bn:00028872n
d004.s017.t023	的	X	的	
d004.s017.t024	狗	NOUN	狗	bn:00015267n
d004.s017.t025	的	X	的	
d004.s017.t026	呕吐	NOUN	呕吐	bn:00027565n
d004.s017.t027	次数	NOUN	次数	bn:00000443n
d004.s017.t028	都	ADV	都	bn:00114245r
d004.s017.t029	比	X	比	
d004.s017.t030	服用	VERB	服用	bn:00082907v
d004.s017.t031	安慰剂	NOUN	安慰剂	bn:00062717n
d004.s017.t032	的	X	的	
d004.s017.t033	狗	NOUN	狗	bn:00015267n
d004.s017.t034	少	ADJ	少	bn:00051575n
d004.s017.t035	。	X	。	
d004.s018.t001	治疗	VERB	治疗	bn:00084532v
d004.s018.t002	呕吐	VERB	呕吐	bn:00083115v
d004.s018.t003	的	X	的	
d004.s018.t004	狗	NOUN	狗	bn:00015267n
d004.s018.t005	应该	VERB	应该	bn:00083357v
d004.s018.t006	从	X	从	
d004.s018.t007	注射	NOUN	注射	bn:00046787n
d004.s018.t008	开始	VERB	开始	bn:00083340v
d004.s018.t009	，	X	，	
d004.s018.t010	因为	X	因为	
d004.s018.t011	呕吐	VERB	呕吐	bn:00083115v
d004.s018.t012	的	X	的	
d004.s018.t013	动物	NOUN	动物	bn:00004222n
d004.s018.t014	可能	VERB	可能	bn:00114523r
d004.s018.t015	没有	VERB	没有	bn:00090161v
d004.s018.t016	方法	NOUN	方法	bn:00064536n
d004.s018.t017	吞下	VERB	吞下	bn:00088759v
d004.s018.t018	药片	NOUN	药片	bn:00052222n
d004.s018.t019	（	X	（	
d004.s018.t020	因为	X	因为	
d004.s018.t021	它们	X	它们	
d004.s018.t022	可能	VERB	可能	bn:00114523r
d004.s018.t023	会	VERB	会	bn:00090141v
d004.s018.t024	再次	ADV	再次	bn:00115313r
d004.s018.t025	将	X	将	
d004.s018.t026	完整	ADJ	完整	bn:00113852a
d004.s018.t027	的	X	的	
d004.s018.t028	药片	NOUN	药片	bn:00052222n
d004.s018.t029	吐	VERB	吐	bn:00083115v
d004.s018.t030	出来	VERB	出来	bn:00085324v
d004.s018.t031	）	X	）	
d004.s018.t032	。	X	。	
d004.s019.t001	为了	X	为了	
d004.s019.t002	进行	VERB	进行	bn:00087628v
d004.s019.t003	后续	ADJ	后续	bn:00111392a
d004.s019.t004	治疗	NOUN	治疗	bn:00047235n
d004.s019.t005	，	X	，	
d004.s019.t006	动物	NOUN	动物	bn:00004222n
d004.s019.t007	主人	NOUN	主人	bn:00044910n
d004.s019.t008	可以	VERB	可以	bn:00096151a
d004.s019.t009	给	X	给	
d004.s019.t010	狗	NOUN	狗	bn:00015267n
d004.s019.t011	服用	VERB	服用	bn:00087321v
d004.s019.t012	药片	NOUN	药片	bn:00052222n
d004.s019.t013	。	X	。	
d004.s020.t001	此外	ADV	此外	bn:00114534r
d004.s020.t002	，	X	，	
d004.s020.t003	呕吐	NOUN	呕吐	bn:00027565n
d004.s020.t004	的	X	的	
d004.s020.t005	治疗	NOUN	治疗	bn:00047235n
d004.s020.t006	应	VERB	应	bn:00083181v
d004.s020.t007	与	X	与	
d004.s020.t008	其他	ADJ	其他	bn:00108011a
d004.s020.t009	支持	ADJ	支持	bn:00111492a
d004.s020.t010	措施	NOUN	措施	bn:00054018n
d004.s020.t011	或	X	或	
d004.s020.t012	其他	ADJ	其他	bn:00108011a
d004.s020.t013	兽医	ADJ	兽医	bn:00113583a
d004.s020.t014	疗法	NOUN	疗法	bn:00076843n
d004.s020.t015	一起	ADV	一起	bn:00114206r
d004.s020.t016	进行	VERB	进行	bn:00087628v
d004.s020.t017	，	X	，	
d004.s020.t018	同时	ADV	同时	bn:00114206r
d004.s020.t019	解决	VERB	解决	bn:00082648v
d004.s020.t020	呕吐	NOUN	呕吐	bn:00027565n
d004.s020.t021	的	X	的	
d004.s020.t022	根本	ADJ	根本	bn:00112229a
d004.s020.t023	原因	NOUN	原因	bn:00066443n
d004.s020.t024	。	X	。	
d004.s021.t001	Cerenia	NOUN	Cerenia	bn:00046516n
d004.s021.t002	有	VERB	有	bn:00083181v
d004.s021.t003	哪些	X	哪些	
d004.s021.t004	风险	NOUN	风险	bn:00030747n
d004.s021.t005	？	X	？	
d004.s022.t001	当	X	当	
d004.s022.t002	每日	ADV	每日	bn:00100875a
d004.s022.t003	服用	VERB	服用	bn:00087321v
d004.s022.t004	剂量	NOUN	剂量	bn:00028320n
d004.s022.t005	高达	VERB	高达	bn:00087620v
d004.s022.t006	推荐	NOUN	推荐	bn:00041086n
d004.s022.t007	剂量	NOUN	剂量	bn:00028320n
d004.s022.t008	的	X	的	
d004.s022.t009	5	X	5	
d004.s022.t010	倍	NOUN	倍	bn:00003268n
d004.s022.t011	并且	ADV	并且	bn:00115484r
d004.s022.t012	持续	VERB	持续	bn:00086793v
d004.s022.t013	较	ADV	较	bn:00116284r
d004.s022.t014	长	ADJ	长	bn:00106124a
d004.s022.t015	时间	NOUN	时间	bn:00029170n
d004.s022.t016	（	X	（	
d004.s022.t017	高达	VERB	高达	bn:00084079v
d004.s022.t018	建议	VERB	建议	bn:00082417v
d004.s022.t019	最大	ADJ	最大	bn:00106517a
d004.s022.t020	治疗	NOUN	治疗	bn:00047235n
d004.s022.t021	时间	NOUN	时间	bn:00029170n
d004.s022.t022	的	X	的	
d004.s022.t023	3	X	3	
d004.s022.t024	倍	NOUN	倍	bn:00003268n
d004.s022.t025	）	X	）	
d004.s022.t026	时	X	时	
d004.s022.t027	，	X	，	
d004.s022.t028	Cerenia	NOUN	Cerenia	bn:00046516n
d004.s022.t029	通常	ADV	通常	bn:00114778r
d004.s022.t030	耐受性	NOUN	耐受性	bn:00046045n
d004.s022.t031	良好	ADJ	良好	bn:00102845a
d004.s022.t032	。	X	。	
d004.s023.t001	给	X	给	
d004.s023.t002	动物	NOUN	动物	bn:00004222n
d004.s023.t003	注射	VERB	注射	bn:00089749v
d004.s023.t004	药物	NOUN	药物	bn:00028872n
d004.s023.t005	或者	X	或者	
d004.s023.t006	接触	VERB	接触	bn:00095040v
d004.s023.t007	动物	NOUN	动物	bn:00004222n
d004.s023.t008	的	X	的	
d004.s023.t009	人	NOUN	人	bn:00046516n
d004.s023.t010	需要	VERB	需要	bn:00091028v
d004.s023.t011	注意	VERB	注意	bn:00094754v
d004.s023.t012	什么	X	什么	
d004.s023.t013	？	X	？	
d004.s024.t001	Cerenia	NOUN	Cerenia	bn:00046516n
d004.s024.t002	并	ADV	并	bn:00114634r
d004.s024.t003	不会	VERB	不会	bn:00083181v
d004.s024.t004	对	X	对	
d004.s024.t005	人体	NOUN	人体	bn:00003882n
d004.s024.t006	造成	VERB	造成	bn:00090568v
d004.s024.t007	特别	ADJ	特别	bn:00108295a
d004.s024.t008	的	X	的	
d004.s024.t009	风险	NOUN	风险	bn:00030747n
d004.s024.t010	。	X	。	
