Token ID	Token	Lemma	POS	Gold Senses	Silver Senses	Filtered Senses	Gold Gloss	Silver Gloss	Filtered Sense
d003.s003.t003	nota	nota	N	bn:00058145n	bn:00058145n	bn:00058145n			bn:00058145n
d003.s003.t004	también	también	R	bn:00114246r	bn:00114246r	bn:00114246r			bn:00114246r
d003.s003.t005	de		X						
d003.s003.t006	la		X						
d003.s003.t007	diversidad	diversidad	N	bn:00027862n	bn:00101350a				
d003.s003.t008	de		X						
d003.s003.t009	funciones	función	N	bn:00036823n					
d003.s003.t010	que		X						
d003.s003.t011	desempeñan	desempeñar	V		bn:00091709v	bn:00091709v			bn:00091709v
d003.s003.t012	estos		X						
d003.s003.t013	servicios	servicio	N	bn:00070651n	bn:00009905n				
d003.s004.t001	La		X						
d003.s004.t002	Fundación	fundación	N	bn:00036064n	bn:00036064n	bn:00036064n			bn:00036064n
d003.s004.t003	organizó	organizar	V	bn:00082779v					
d003.s004.t004	,		X						
d003.s004.t005	junto con		X		bn:00115794r				
d003.s004.t006	la		X						
d003.s004.t007	Comisión	comisión	N	bn:03895618n	bn:00021015n	bn:00021015n	The European Commission is the executive of the European Union.	A special group delegated to consider some matter	bn:00021015n
d003.s004.t008	Europea	europeo	J	bn:00102440a	bn:03895618n	bn:03895618n	Of or relating to or characteristic of Europe or the people of Europe	The European Commission is the executive of the European Union.	bn:03895618n
d003.s004.t009	,		X						
d003.s004.t010	el		X						
d003.s004.t011	Ministerio	ministerio	N	bn:00055180n	bn:00055180n	bn:00055180n			bn:00055180n
d003.s004.t012	español	español	J	bn:00110978a	bn:00110978a	bn:00110978a			bn:00110978a
d003.s004.t013	de		X						
d003.s004.t014	Asuntos	asunto	N	bn:00072541n	bn:00001739n	bn:00001739n	A policy of for dealing with social issues	Transactions of professional or public interest	bn:00001739n
d003.s004.t015	Sociales	social	J	bn:00110842a	bn:00110842a	bn:00110842a			bn:00110842a
d003.s004.t016	y		X						
d003.s004.t017	la		X						
d003.s004.t018	Comunidad	comunidad	N	bn:00037072n	bn:00001430n				
d003.s004.t019	Autónoma	autónomo	J	bn:00097829a	bn:00007299n				
d003.s004.t020	de		X						
d003.s004.t021	Galicia	galicia	N	bn:00037072n					
d003.s004.t022	,		X						
d003.s004.t023	una		X						
d003.s004.t024	conferencia	conferencia	N	bn:00021721n	bn:00021721n	bn:00021721n			bn:00021721n
d003.s004.t025	europea	europeo	J	bn:00102440a	bn:00102440a	bn:00102440a			bn:00102440a
d003.s004.t026	sobre		X						
d003.s004.t027	el		X						
d003.s004.t028	tema	tema	N	bn:00043267n					
d003.s004.t029	""""		X						
d003.s004.t030	Exclusión	exclusión	N	bn:00053403n	bn:00032152n	bn:00032152n	The social process of becoming or being made marginal (especially as a group within the larger society)	The state of being excluded	bn:00032152n
d003.s004.t031	social	social	J	bn:00110842a	bn:00053403n	bn:00053403n	Relating to human society and its members	The social process of becoming or being made marginal (especially as a group within the larger society)	bn:00053403n
d003.s004.t032	:		X						
d003.s004.t033	Un		X						
d003.s004.t034	gran	grande	J	bn:00098342a	bn:00106332a	bn:00106332a	Above average in size or number or quantity or magnitude or extent	Of greater importance or stature or rank	bn:00106332a
d003.s004.t035	reto	reto	N	bn:00017557n	bn:00017557n	bn:00017557n			bn:00017557n
d003.s004.t036	para		X						
d003.s004.t037	los		X						
d003.s004.t038	servicios	servicio	N	bn:00065098n	bn:00070651n	bn:00070651n	Employment within a government system (especially in the civil service)	Work done by one person or group that benefits another	bn:00070651n
d003.s004.t039	públicos	público	J	bn:00109211a	bn:00065083n	bn:00065083n	Not private; open to or concerning the people as a whole	Governmental provision of economic assistance to persons in need	bn:00065083n
d003.s004.t040	de		X						
d003.s004.t041	protección	protección	N	bn:00072541n					
d003.s004.t042	social	social	J	bn:00110842a					
d003.s004.t043	""""		X						
d003.s004.t044	.		X						
d003.s005.t001	La		X						
d003.s005.t002	Fundación	fundación	N	bn:00036064n	bn:00036064n	bn:00036064n			bn:00036064n
d003.s005.t003	publicó	publicar	V	bn:00084099v	bn:00084099v	bn:00084099v			bn:00084099v
d003.s005.t004	recientemente	recientemente	R	bn:00116085r	bn:00116085r	bn:00116085r			bn:00116085r
d003.s005.t005	en		X						
d003.s005.t006	el		X						
d003.s005.t007	marco	marco	N	bn:00007786n	bn:00027912n				
d003.s005.t008	del		X						
d003.s005.t009	proyecto	proyecto	N	bn:00064665n	bn:00064665n	bn:00064665n			bn:00064665n
d003.s005.t010	EPOC	epoc	N						
d003.s005.t011	un		X						
d003.s005.t012	estudio	estudio	N	bn:00030952n	bn:00067181n	bn:00067181n	A search for knowledge	A written document describing the findings of some individual or group	bn:00067181n
d003.s005.t013	comparativo	comparativo	J	bn:00100121a	bn:00100121a	bn:00100121a			bn:00100121a
d003.s005.t014	en		X						
d003.s005.t015	el		X						
d003.s005.t016	que		X						
d003.s005.t017	se		X						
d003.s005.t018	evalúa	evaluar	V	bn:00082720v	bn:00082720v	bn:00082720v			bn:00082720v
d003.s005.t019	hasta		X						
d003.s005.t020	qué		X						
d003.s005.t021	punto	punto	N	bn:00006383n	bn:00032425n				
d003.s005.t022	la		X						
d003.s005.t023	participación	participación	N	bn:00030844n	bn:00030844n	bn:00030844n			bn:00030844n
d003.s005.t024	directa	directo	J	bn:00101412a	bn:00101412a	bn:00101412a			bn:00101412a
d003.s005.t025	puede	poder	V						
d003.s005.t026	humanizar	humanizar	V		bn:00089511v				
d003.s005.t027	el		X						
d003.s005.t028	trabajo	trabajo	N	bn:00014138n	bn:00014138n	bn:00014138n			bn:00014138n
d003.s005.t029	e		X						
d003.s005.t030	incrementar	incrementar	V	bn:00082927v	bn:00089667v	bn:00089667v	Enlarge or increase	Make bigger or more	bn:00089667v
d003.s005.t031	al mismo tiempo	al~mismo~tiempo	R	bn:00114429r					
d003.s005.t032	la		X						
d003.s005.t033	rentabilidad	rentabilidad	N	bn:00037027n	bn:00037027n	bn:00037027n			bn:00037027n
d003.s005.t034	.		X						
d003.s006.t001	El		X						
d003.s006.t002	estudio	estudio	N	bn:00030952n	bn:00074790n	bn:00074790n	A search for knowledge	A detailed critical inspection	bn:00074790n
d003.s006.t003	se		X						
d003.s006.t004	basa	basar	V	bn:00083141v	bn:00083141v	bn:00083141v			bn:00083141v
d003.s006.t005	en		X						
d003.s006.t006	195		X						
d003.s006.t007	entrevistas	entrevistar	V	bn:00047238n	bn:00047238n	bn:00047238n			bn:00047238n
d003.s006.t008	personales	personal	J	bn:00108488a	bn:00108489a	bn:00108489a	Concerning or affecting a particular person or his or her private life and personality	Particular to a given individual	bn:00108489a
d003.s006.t009	con		X						
d003.s006.t010	altos	alto	J	bn:00102158a	bn:00110401a				
d003.s006.t011	responsables	responsable	N	bn:00018319n					
d003.s006.t012	de		X						
d003.s006.t013	los		X						
d003.s006.t014	interlocutores	interlocutor	N	bn:01623772n					
d003.s006.t015	sociales	social	J	bn:00110842a	bn:00110842a	bn:00110842a			bn:00110842a
d003.s006.t016	,		X						
d003.s006.t017	en		X						
d003.s006.t018	su		X						
d003.s006.t019	calidad	calidad	N	bn:00014731n					
d003.s006.t020	de		X						
d003.s006.t021	representantes	representante	N	bn:00026428n	bn:00047203n	bn:00047203n	A person appointed to represent or act on behalf of others	An advocate who represents someone else's policy or purpose	bn:00047203n
d003.s006.t022	de		X						
d003.s006.t023	importantes	importante	J	bn:00097799a					
d003.s006.t024	organizaciones	organización	N	bn:00001423n	bn:00001423n	bn:00001423n			bn:00001423n
d003.s006.t025	nacionales	nacional	J	bn:00107136a	bn:00107136a	bn:00107136a			bn:00107136a
d003.s006.t026	de		X						
d003.s006.t027	15		X		bn:00095923a				
d003.s006.t028	países	país	N	bn:00031903n	bn:00011771n	bn:00011771n	Any one of the countries occupying the European continent	(sports) the chief official (as in boxing or American football) who is expected to ensure fair play	bn:00011771n
d003.s006.t029	europeos	europeo	J	bn:00102440a	bn:00102440a	bn:00102440a			bn:00102440a
d003.s006.t030	.		X						
d003.s007.t001	La		X						
d003.s007.t002	industria	industria	N	bn:00046575n	bn:00046575n	bn:00046575n			bn:00046575n
d003.s007.t003	del		X						
d003.s007.t004	metal	metal	N	bn:00054550n	bn:00054567n	bn:00054567n	Any of several chemical elements that are usually shiny solids that conduct heat or electricity and can be formed into sheets etc.	The activity of making things out of metal in a skillful manner	bn:00054567n
d003.s007.t005	y		X						
d003.s007.t006	el		X						
d003.s007.t007	sector	sector	N	bn:00008415n	bn:00070206n	bn:00070206n	Banks collectively	A social group that forms part of the society or the economy	bn:00070206n
d003.s007.t008	bancario	bancario	J						
d003.s007.t009	se		X						
d003.s007.t010	incluyeron	incluir	V	bn:00085499v	bn:00089660v	bn:00089660v	Include or contain; have as a component	Have as a part, be made up out of	bn:00089660v
d003.s007.t011	también	también	R	bn:00114246r	bn:00114246r	bn:00114246r			bn:00114246r
d003.s007.t012	en		X						
d003.s007.t013	atención	atención	N	bn:00007021n					
d003.s007.t014	a		X						
d003.s007.t015	su		X		bn:00070206n				
d003.s007.t016	importancia	importancia	N	bn:00071554n	bn:00104680a	bn:00104680a	The quality of being significant	Of great significance or value	bn:00104680a
d003.s007.t017	.		X						
d003.s008.t001	Los		X						
d003.s008.t002	principales	principal	J	bn:00098086a					
d003.s008.t003	oradores	orador	N	bn:00059275n	bn:00073170n	bn:00073170n	A person who delivers a speech or oration	Someone who expresses in language; someone who talks (especially someone who delivers a public speech or someone especially garrulous)	bn:00073170n
d003.s008.t004	en		X						
d003.s008.t005	la		X						
d003.s008.t006	conferencia	conferencia	N	bn:00021721n	bn:00021721n	bn:00021721n			bn:00021721n
d003.s008.t007	sobre		X						
d003.s008.t008	exclusión	exclusión	N	bn:00053403n					
d003.s008.t009	socialfueron	socialfueron	J		bn:00053403n				
d003.s008.t010	(		X						
d003.s008.t011	de		X						
d003.s008.t012	izquierda	izquierda	N	bn:00050521n	bn:00050521n	bn:00050521n			bn:00050521n
d003.s008.t013	a		X						
d003.s008.t014	derecha	derecha	N	bn:00067808n	bn:00067808n	bn:00067808n			bn:00067808n
d003.s008.t015	)		X						
d003.s008.t016	Cristina	cristina	N						
d003.s008.t017	Louro	louro	N						
d003.s008.t018	,		X						
d003.s008.t019	Dirección	dirección	N	bn:00011651n					
d003.s008.t020	General	general	J						
d003.s008.t021	de		X						
d003.s008.t022	Empleo	empleo	N	bn:00030626n	bn:00030625n	bn:00030625n	The act of giving someone a job	The occupation for which you are paid	bn:00030625n
d003.s008.t023	,		X						
d003.s008.t024	Relaciones	relación	N	bn:03792320n	bn:00025569n	bn:00025569n	Labor relations is a field of study that can have different meanings depending on the context in which it is used.	Mutual dealings or connections or communications among persons or groups	bn:00025569n
d003.s008.t025	Laborales	laboral	J		bn:01869079n				
d003.s008.t026	y		X						
d003.s008.t027	Asuntos	asunto	N	bn:00072541n	bn:00001738n	bn:00001738n	A policy of for dealing with social issues	Matters of personal concern	bn:00001738n
d003.s008.t028	Sociales	social	J	bn:00110842a	bn:00072552n	bn:00072552n	Relating to human society and its members	An organized activity to improve the condition of disadvantaged people in society	bn:00072552n
d003.s008.t029	de		X						
d003.s008.t030	la		X						
d003.s008.t031	Comisión	comisión	N	bn:03895618n	bn:00021015n	bn:00021015n	The European Commission is the executive of the European Union.	A special group delegated to consider some matter	bn:00021015n
d003.s008.t032	Europea	europeo	J	bn:00102440a	bn:03895618n	bn:03895618n	Of or relating to or characteristic of Europe or the people of Europe	The European Commission is the executive of the European Union.	bn:03895618n
d003.s008.t033	Fernando	fernando	N						
d003.s008.t034	Gomes	gomes	N						
d003.s008.t035	,		X						
d003.s008.t036	Comité	comité	N	bn:00893206n	bn:00893206n	bn:00893206n			bn:00893206n
d003.s008.t037	de		X						
d003.s008.t038	las		X						
d003.s008.t039	Regiones	región	N	bn:00060767n	bn:03359468n	bn:03359468n	The extended spatial location of something	The European Union created a Committee of the Regions to represent Regions of Europe as the layer of EU government administration directly below the nation-state level.	bn:03359468n
d003.s008.t040	Barbara	barbara	N	bn:01019664n	bn:01019664n	bn:01019664n			bn:01019664n
d003.s008.t041	Weiler	weiler	N						
d003.s008.t042	,		X						
d003.s008.t043	diputada	diputado	N	bn:01941871n	bn:01941871n				
d003.s008.t044	al		X						
d003.s008.t045	Parlamento	parlamento	N	bn:03855948n	bn:00060708n	bn:00060708n	The European Parliament is one of two legislative bodies of the European Union and one of its seven institutions.	A legislative assembly in certain countries	bn:00060708n
d003.s008.t046	Europeo	europeo	J	bn:00102440a	bn:03855948n	bn:03855948n	Of or relating to or characteristic of Europe or the people of Europe	The European Parliament is one of two legislative bodies of the European Union and one of its seven institutions.	bn:03855948n
d003.s008.t047	José	josé	N	bn:03742029n	bn:03742029n	bn:03742029n			bn:03742029n
d003.s008.t048	María	maría	N						
d003.s008.t049	Gil-Robles	gil-robles	N						
d003.s008.t050	Gil-Delgado	gil-delgado	N						
d003.s008.t051	,		X						
d003.s008.t052	Vicepresidente	vicepresidente	N	bn:00079435n					
d003.s008.t053	,		X						
d003.s008.t054	Parlamento	parlamento	N	bn:03855948n	bn:00060708n	bn:00060708n	The European Parliament is one of two legislative bodies of the European Union and one of its seven institutions.	A legislative assembly in certain countries	bn:00060708n
d003.s008.t055	Europeo	europeo	J	bn:00102440a	bn:03855948n	bn:03855948n	Of or relating to or characteristic of Europe or the people of Europe	The European Parliament is one of two legislative bodies of the European Union and one of its seven institutions.	bn:03855948n
d003.s008.t056	,		X						
d003.s008.t057	John	john	N						
d003.s008.t058	Carroll	carroll	N						
d003.s008.t059	Comité	comité	N	bn:00893211n	bn:00021015n	bn:00021015n	The European Economic and Social Committee is a consultative body of the European Union established in 1958.	A special group delegated to consider some matter	bn:00021015n
d003.s008.t060	Económico	económico	J	bn:00102001a	bn:00893211n	bn:00893211n	Of or relating to an economy, the system of production and management of material wealth	The European Economic and Social Committee is a consultative body of the European Union established in 1958.	bn:00893211n
d003.s008.t061	y		X						
d003.s008.t062	Social	social	J	bn:00110842a	bn:00110842a	bn:00110842a			bn:00110842a
d003.s009.t001	En		X						
d003.s009.t002	cada		X						
d003.s009.t003	informe	informe	N	bn:00067181n	bn:00067181n	bn:00067181n			bn:00067181n
d003.s009.t004	nacional	nacional	J	bn:00107136a	bn:00107136a	bn:00107136a			bn:00107136a
d003.s009.t005	se		X						
d003.s009.t006	incluyen	incluir	V	bn:00085499v	bn:00085499v	bn:00085499v			bn:00085499v
d003.s009.t007	las		X						
d003.s009.t008	25		X						
d003.s009.t009	o		X						
d003.s009.t010	30		X						
d003.s009.t011	iniciativas	iniciativa	N	bn:00034797n					
d003.s009.t012	que		X						
d003.s009.t013	mejor	bueno	J	bn:00098274a					
d003.s009.t014	reflejan	reflejar	V	bn:00092635v	bn:00090234v				
d003.s009.t015	prácticas	práctica	N	bn:00061054n	bn:00061054n	bn:00061054n			bn:00061054n
d003.s009.t016	y		X						
d003.s009.t017	políticas	política	N	bn:00063329n	bn:00063329n	bn:00063329n			bn:00063329n
d003.s009.t018	de		X						
d003.s009.t019	mejora	mejora	N	bn:00001549n	bn:00082573v				
d003.s009.t020	de		X						
d003.s009.t021	la		X						
d003.s009.t022	contratación	contratación	N	bn:00030626n					
d003.s009.t023	,		X						
d003.s009.t024	la		X						
d003.s009.t025	formación	formación	N	bn:00041853n	bn:01253664n	bn:01253664n	Activity leading to skilled behavior	Training and development involve improving the effectiveness of organizations and the individuals and teams within them.	bn:01253664n
d003.s009.t026	y		X						
d003.s009.t027	el		X						
d003.s009.t028	desarrollo	desarrollo	N	bn:00792637n	bn:00026695n	bn:00026695n	Professional development is learning to earn or maintain professional credentials such as academic degrees to formal coursework, attending conferences, and informal learning opportunities situated in practice.	Act of improving by expanding or enlarging or refining	bn:00026695n
d003.s009.t029	profesional	profesional	J	bn:00109069a					
d003.s009.t030	de		X						
d003.s009.t031	los		X		bn:00082449v				
d003.s009.t032	trabajadores	trabajador	N	bn:00030618n	bn:00081593n	bn:00081593n	A worker who is hired to perform a job	A person who works at a specific occupation	bn:00081593n
d003.s009.t033	mayores	grande	J						
d003.s009.t034	en		X						
d003.s009.t035	el		X						
d003.s009.t036	lugar	lugar	N	bn:00081570n	bn:00051760n	bn:00051760n	A place where work is done	A point or extent in space	bn:00051760n
d003.s009.t037	de		X						
d003.s009.t038	trabajo	trabajo	N	bn:00014138n	bn:00014138n	bn:00014138n			bn:00014138n
d003.s009.t039	y		X						
d003.s009.t040	a nivel de		X						
d003.s009.t041	la		X						
d003.s009.t042	comunidad	comunidad	N	bn:00021248n	bn:00021248n	bn:00021248n			bn:00021248n
d003.s009.t043	.		X						
d003.s010.t001	Se		X						
d003.s010.t002	seleccionaron	seleccionar	V	bn:00084931v	bn:00084931v	bn:00084931v			bn:00084931v
d003.s010.t003	dos		X						
d003.s010.t004	o		X						
d003.s010.t005	tres		X						
d003.s010.t006	iniciativas	iniciativa	N	bn:00031009n					
d003.s010.t007	por		X						
d003.s010.t008	cada		X						
d003.s010.t009	país	país	N	bn:00011771n	bn:00011771n	bn:00011771n			bn:00011771n
d003.s010.t010	,		X						
d003.s010.t011	para		X						
d003.s010.t012	que		X						
d003.s010.t013	fueran	ser	V						
d003.s010.t014	objeto	objeto	N	bn:00074900n					
d003.s010.t015	de		X						
d003.s010.t016	un		X						
d003.s010.t017	estudio	estudio	N	bn:02395950n	bn:00074790n	bn:00074790n	A case study is an in-depth, detailed examination of a particular case within a real-world context.	A detailed critical inspection	bn:00074790n
d003.s010.t018	de		X						
d003.s010.t019	caso	caso	N	bn:00016401n	bn:00016433n	bn:00016433n	An occurrence of something	A careful study of some social unit (as a corporation or division within a corporation) that attempts to determine what factors led to its success or failure	bn:00016433n
d003.s010.t020	detallado	detallar	V		bn:00026418n				
d003.s010.t021	.		X						
d003.s011.t001	En		X						
d003.s011.t002	estos		X						
d003.s011.t003	estudios	estudio	N	bn:02395950n	bn:00074790n	bn:00074790n	A case study is an in-depth, detailed examination of a particular case within a real-world context.	A detailed critical inspection	bn:00074790n
d003.s011.t004	de		X						
d003.s011.t005	caso	caso	N	bn:00016401n	bn:00016433n	bn:00016433n	An occurrence of something	A careful study of some social unit (as a corporation or division within a corporation) that attempts to determine what factors led to its success or failure	bn:00016433n
d003.s011.t006	se		X						
d003.s011.t007	han	haber	V						
d003.s011.t008	analizado	analizar	V	bn:00082596v	bn:00082596v	bn:00082596v			bn:00082596v
d003.s011.t009	el		X						
d003.s011.t010	contexto	contexto	N	bn:00019219n	bn:00007783n				
d003.s011.t011	de		X						
d003.s011.t012	esas		X						
d003.s011.t013	iniciativas	iniciativa	N	bn:00031009n	bn:00034797n	bn:00034797n	Readiness to embark on bold new ventures	The first of a series of actions	bn:00034797n
d003.s011.t014	y		X						
d003.s011.t015	sus		X						
d003.s011.t016	repercusiones	repercusión	N	bn:00067162n	bn:00030709n				
d003.s011.t017	en		X						
d003.s011.t018	las		X						
d003.s011.t019	pautas	pauta	N	bn:00022334n	bn:00061054n	bn:00061054n	Something regarded as a normative example	A customary way of operation or behavior	bn:00061054n
d003.s011.t020	de		X						
d003.s011.t021	empleo	empleo	N	bn:00030626n	bn:00030626n	bn:00030626n			bn:00030626n
d003.s011.t022	y		X						
d003.s011.t023	en		X						
d003.s011.t024	las		X						
d003.s011.t025	organizaciones	organización	N	bn:00001423n	bn:00001423n	bn:00001423n			bn:00001423n
d003.s011.t026	,		X						
d003.s011.t027	y		X						
d003.s011.t028	se		X						
d003.s011.t029	han	haber	V						
d003.s011.t030	evaluado	evaluar	V	bn:00082720v	bn:00082720v	bn:00082720v			bn:00082720v
d003.s011.t031	las		X						
d003.s011.t032	ventajas	ventaja	N	bn:00001559n	bn:00037022n	bn:00037022n	The quality of having a superior or more favorable position	The advantageous quality of being beneficial	bn:00037022n
d003.s011.t033	y		X						
d003.s011.t034	problemas	problema	N	bn:00064527n	bn:00048242n	bn:00048242n	A source of difficulty	A state of difficulty that needs to be resolved	bn:00048242n
d003.s011.t035	derivados	derivar	V	bn:00086654v					
d003.s011.t036	de		X						
d003.s011.t037	las		X						
d003.s011.t038	mismas	mismo	J	bn:00110075a					
d003.s011.t039	.		X						
d003.s012.t001	Se		X						
d003.s012.t002	han	haber	V						
d003.s012.t003	realizado	realizar	V	bn:00082225v	bn:00082906v	bn:00082906v	Put in effect	Enter upon an activity or enterprise	bn:00082906v
d003.s012.t004	además	además	R	bn:00114134r	bn:00114246r	bn:00114246r	In addition, by way of addition; furthermore	In addition	bn:00114246r
d003.s012.t005	visitas	visita	N	bn:00080111n					
d003.s012.t006	y		X						
d003.s012.t007	entrevistas	entrevista	N	bn:00047238n	bn:00047238n	bn:00047238n			bn:00047238n
d003.s012.t008	a		X						
d003.s012.t009	miembros	miembro	N	bn:00054276n					
d003.s012.t010	clave	clave	J		bn:00099258a	bn:00099258a			bn:00099258a
d003.s012.t011	del		X						
d003.s012.t012	personal	personal	N	bn:00042833n	bn:00035770n	bn:00035770n	The force of workers available	Group of people willing to obey orders	bn:00035770n
d003.s012.t013	.		X						
d003.s013.t001	Estos		X						
d003.s013.t002	estudios	estudio	N	bn:00030952n	bn:00074790n	bn:00074790n	A search for knowledge	A detailed critical inspection	bn:00074790n
d003.s013.t003	nacionales	nacional	J	bn:00107136a	bn:00107136a	bn:00107136a			bn:00107136a
d003.s013.t004	constituirán	constituir	V	bn:00083187v	bn:00085670v	bn:00085670v	Form or compose	"To compose or represent:""This wall forms the background of the stage setting"""	bn:00085670v
d003.s013.t005	la		X		bn:00008790n				
d003.s013.t006	liase	liar	V						
d003.s013.t007	de		X						
d003.s013.t008	un		X						
d003.s013.t009	informe	informe	N	bn:00067181n	bn:00067181n	bn:00067181n			bn:00067181n
d003.s013.t010	europeo	europeo	J	bn:00102440a	bn:00102440a	bn:00102440a			bn:00102440a
d003.s013.t011	en		X						
d003.s013.t012	el		X						
d003.s013.t013	que		X						
d003.s013.t014	se		X						
d003.s013.t015	resumirán	resumir	V	bn:00082392v	bn:00094713v				
d003.s013.t016	las		X						
d003.s013.t017	prácticas	práctico	J	bn:00108880a					
d003.s013.t018	generales	general	J		bn:00108083a	bn:00108083a			bn:00108083a
d003.s013.t019	.		X						
d003.s014.t001	El		X						
d003.s014.t002	informe	informe	N	bn:00067181n	bn:00067181n	bn:00067181n			bn:00067181n
d003.s014.t003	y		X						
d003.s014.t004	un		X						
d003.s014.t005	repertorio	repertorio	N	bn:00067163n	bn:00012059n				
d003.s014.t006	de		X						
d003.s014.t007	iniciativas	iniciativa	N	bn:00034797n	bn:00034797n	bn:00034797n			bn:00034797n
d003.s014.t008	se		X						
d003.s014.t009	publicarán	publicar	V	bn:00084099v	bn:00084099v	bn:00084099v			bn:00084099v
d003.s014.t010	en		X						
d003.s014.t011	1996		X						
d003.s014.t012	,		X						
d003.s014.t013	y		X						
d003.s014.t014	servirán	servir	V	bn:00088630v	bn:00084692v				
d003.s014.t015	de		X						
d003.s014.t016	telón	telón	N						
d003.s014.t017	de		X						
d003.s014.t018	fondo	fondo	N	bn:00007785n					
d003.s014.t019	a		X						
d003.s014.t020	una		X						
d003.s014.t021	conferencia	conferencia	N	bn:00021721n	bn:00021721n	bn:00021721n			bn:00021721n
d003.s014.t022	que		X						
d003.s014.t023	se		X						
d003.s014.t024	celebrará	celebrar	V	bn:00084715v	bn:00082779v				
d003.s014.t025	el		X						
d003.s014.t026	próximo	próximo	J	bn:00103172a					
d003.s014.t027	otoño	otoño	N	bn:00007406n	bn:00007406n	bn:00007406n			bn:00007406n
d003.s014.t028	.		X						
d003.s015.t001	La		X						
d003.s015.t002	Fundación	fundación	N	bn:00036064n	bn:00036064n	bn:00036064n			bn:00036064n
d003.s015.t003	se		X						
d003.s015.t004	propone	proponer	V	bn:00082486v	bn:00082486v	bn:00082486v			bn:00082486v
d003.s015.t005	documentar	documentar	V	bn:00087137v	bn:00087137v	bn:00087137v			bn:00087137v
d003.s015.t006	las		X						
d003.s015.t007	características	característica	N	bn:00017747n					
d003.s015.t008	de		X						
d003.s015.t009	los		X						
d003.s015.t010	obstáculos	obstáculo	N	bn:00027042n	bn:00008714n	bn:00008714n	A factor causing trouble in achieving a positive result or tending to produce a negative result	Any condition that makes it difficult to make progress or to achieve an objective	bn:00008714n
d003.s015.t011	relacionados	relacionar	V	bn:00082868v					
d003.s015.t012	con		X						
d003.s015.t013	la		X						
d003.s015.t014	edad	edad	N	bn:00001936n	bn:00001936n	bn:00001936n			bn:00001936n
d003.s015.t015	en		X						
d003.s015.t016	materia	meteria	N	bn:00043267n					
d003.s015.t017	de		X						
d003.s015.t018	contratación	contratación	N	bn:00030626n	bn:00030933n	bn:00030933n	The act of giving someone a job	The act of getting recruits; enlisting people for the army (or for a job or a cause etc.)	bn:00030933n
d003.s015.t019	y		X						
d003.s015.t020	formación	formación	N	bn:00041853n	bn:00041853n	bn:00041853n			bn:00041853n
d003.s015.t021	,		X						
d003.s015.t022	y		X						
d003.s015.t023	analizar	analizar	V	bn:00082596v	bn:00082596v	bn:00082596v			bn:00082596v
d003.s015.t024	sus		X						
d003.s015.t025	causas	causa	N	bn:00016850n	bn:00016850n	bn:00016850n			bn:00016850n
d003.s015.t026	.		X						
d003.s016.t001	Está	estar	V						
d003.s016.t002	examinando	examinar	V	bn:00082596v	bn:00082596v	bn:00082596v			bn:00082596v
d003.s016.t003	asimismo	asimismo	R	bn:00114246r	bn:00114246r	bn:00114246r			bn:00114246r
d003.s016.t004	los		X						
d003.s016.t005	puntos	punto	N	bn:00063237n					
d003.s016.t006	de		X						
d003.s016.t007	vista	vista	N	bn:00079985n					
d003.s016.t008	de		X						
d003.s016.t009	los		X						
d003.s016.t010	interlocutores	interlocutor	N	bn:01623772n					
d003.s016.t011	sociales	social	J	bn:00110842a	bn:01623772n	bn:01623772n	Relating to human society and its members	Social partners are groups that cooperate in working relationships to achieve a mutually agreed-upon goal, typically for the benefit of all involved groups.	bn:01623772n
d003.s016.t012	,		X						
d003.s016.t013	prestando	prestar	V	bn:00086761v	bn:00086761v	bn:00086761v			bn:00086761v
d003.s016.t014	especial	especial	J	bn:00102398a	bn:00102398a	bn:00102398a			bn:00102398a
d003.s016.t015	atención	atención	N	bn:00007021n	bn:00007020n	bn:00007020n	A general interest that leads people to want to know more	The process whereby a person concentrates on some features of the environment to the (relative) exclusion of others	bn:00007020n
d003.s016.t016	a		X						
d003.s016.t017	las		X						
d003.s016.t018	propuestas	propuesta	N	bn:00064776n	bn:00064776n	bn:00064776n			bn:00064776n
d003.s016.t019	para		X						
d003.s016.t020	eliminar	eliminar	V	bn:00082148v	bn:00088783v	bn:00088783v	Do away with	Dispose of	bn:00088783v
d003.s016.t021	dichos		X						
d003.s016.t022	obstáculos	obstáculo	N	bn:00027042n	bn:00008714n	bn:00008714n	A factor causing trouble in achieving a positive result or tending to produce a negative result	Any condition that makes it difficult to make progress or to achieve an objective	bn:00008714n
d003.s016.t023	.		X						
d003.s017.t001	En		X						
d003.s017.t002	tercer		X	bn:00062709n					
d003.s017.t003	lugar	lugar	N	bn:00062700n					
d003.s017.t004	,		X						
d003.s017.t005	el		X						
d003.s017.t006	proyecto	proyecto	N	bn:00064665n	bn:00064665n	bn:00064665n			bn:00064665n
d003.s017.t007	documenta	documentar	V	bn:00087137v					
d003.s017.t008	y		X						
d003.s017.t009	evalúa	evaluar	V	bn:00082720v	bn:00082720v	bn:00082720v			bn:00082720v
d003.s017.t010	las		X						
d003.s017.t011	iniciativas	iniciativa	N	bn:00034797n					
d003.s017.t012	de		X						
d003.s017.t013	los		X						
d003.s017.t014	sectores	sector	N	bn:02708132n	bn:00070206n	bn:00070206n	The public sector is the part of the economy composed of both public services and public enterprises.	A social group that forms part of the society or the economy	bn:00070206n
d003.s017.t015	público	público	J	bn:00109211a	bn:00109211a	bn:00109211a			bn:00109211a
d003.s017.t016	y		X						
