Token ID	Token	Lemma	POS	Gold Senses	Silver Senses	Filtered Sense	Gold Gloss	Silver Gloss
d003.s008.t062	Comitato	comitato	N	bn:00893211n	bn:00021015n	bn:00021015n	The European Economic and Social Committee is a consultative body of the European Union established in 1958.	A special group delegated to consider some matter
d003.s008.t063	economico	economico	J	bn:00102001a	bn:00893211n	bn:00893211n	Of or relating to an economy, the system of production and management of material wealth	The European Economic and Social Committee is a consultative body of the European Union established in 1958.
d003.s008.t064	e		X					
d003.s008.t065	sociale	sociale	J	bn:00110842a	bn:00110842a	bn:00110842a		
d003.s008.t066	.		X					
d003.s009.t001	Studi	studio	N	bn:02395950n	bn:00074790n	bn:00074790n	A case study is an in-depth, detailed examination of a particular case within a real-world context.	A detailed critical inspection
d003.s009.t002	di		X					
d003.s009.t003	casi	caso	N	bn:00016401n	bn:00016433n	bn:00016433n	An occurrence of something	A careful study of some social unit (as a corporation or division within a corporation) that attempts to determine what factors led to its success or failure
d003.s009.t004	Ogni	ogni	J	bn:00096798a				
d003.s009.t005	rapporto	rapporto	N	bn:00067181n	bn:00067181n	bn:00067181n		
d003.s009.t006	nazionale	nazionale	J	bn:00107136a	bn:00107136a	bn:00107136a		
d003.s009.t007	contiene	contenere	V	bn:00085499v				
d003.s009.t008	una		X					
d003.s009.t009	serie	serie	N	bn:00070575n	bn:00063673n			
d003.s009.t010	di		X					
d003.s009.t011	25-30		X					
d003.s009.t012	iniziative	iniziativa	N	bn:00026116n				
d003.s009.t013	,		X					
d003.s009.t014	selezionate	selezionare	V	bn:00084931v				
d003.s009.t015	fra		X					
d003.s009.t016	quelle		X					
d003.s009.t017	più		X					
d003.s009.t018	idonee	idoneo	J	bn:00102123a				
d003.s009.t019	ad		X					
d003.s009.t020	illustrare	illustrare	V	bn:00087826v	bn:00090234v			
d003.s009.t021	politiche	politico	J		bn:00063329n			
d003.s009.t022	e		X					
d003.s009.t023	prassi	prassi	N	bn:00063989n	bn:00061054n	bn:00061054n	Translating an idea into action	A customary way of operation or behavior
d003.s009.t024	volte	volto	J					
d003.s009.t025	a		X					
d003.s009.t026	migliorare	migliorare	V	bn:00082573v	bn:00082573v	bn:00082573v		
d003.s009.t027	l'		X					
d003.s009.t028	assunzione	assunzione	N	bn:00030626n	bn:00030933n	bn:00030933n	The act of giving someone a job	The act of getting recruits; enlisting people for the army (or for a job or a cause etc.)
d003.s009.t029	,		X					
d003.s009.t030	la		X					
d003.s009.t031	formazione	formazione	N	bn:00026980n	bn:01253664n	bn:01253664n	The activities of educating or instructing; activities that impart knowledge or skill	Training and development involve improving the effectiveness of organizations and the individuals and teams within them.
d003.s009.t032	e		X					
d003.s009.t033	lo		X					
d003.s009.t034	sviluppo	sviluppo	N	bn:00026695n	bn:00026695n	bn:00026695n		
d003.s009.t035	dei		X					
d003.s009.t036	lavoratori	lavoratore	N	bn:00064681n	bn:00081593n	bn:00081593n	A member of the working class (not necessarily employed)	A person who works at a specific occupation
d003.s009.t037	anziani	anziano	J	bn:00096644a	bn:00082449v			
d003.s009.t038	nell'		X					
d003.s009.t039	azienda	azienda	N	bn:00021286n	bn:00051760n			
d003.s009.t040	e		X					
d003.s009.t041	nella		X					
d003.s009.t042	comunità	comunità	N	bn:00021248n	bn:00021248n	bn:00021248n		
d003.s009.t043	.		X					
d003.s010.t001	Per		X					
d003.s010.t002	ciascun		X					
d003.s010.t003	paese	paese	N	bn:00011771n	bn:00011771n	bn:00011771n		
d003.s010.t004	due	due	J	bn:00095950a				
d003.s010.t005	o		X					
d003.s010.t006	tre	tre	J	bn:00095975a				
d003.s010.t007	iniziative	iniziativa	N	bn:00026116n				
d003.s010.t008	sono	essere	V					
d003.s010.t009	state	essere	V					
d003.s010.t010	ulteriormente	ulteriormente	R	bn:00115329r	bn:00102794a	bn:00102794a	To or at a greater extent or degree or a more advanced stage (`further' is used more often than `farther' in this abstract sense)	More distant in especially degree
d003.s010.t011	selezionate	selezionare	V	bn:00084931v	bn:00084931v	bn:00084931v		
d003.s010.t012	in		X					
d003.s010.t013	vista	vista	N					
d003.s010.t014	di		X					
d003.s010.t015	uno		X					
d003.s010.t016	studio	studio	N	bn:02395950n	bn:00074790n	bn:00074790n	A case study is an in-depth, detailed examination of a particular case within a real-world context.	A detailed critical inspection
d003.s010.t017	di		X					
d003.s010.t018	caso	caso	N	bn:00016401n	bn:00016433n	bn:00016433n	An occurrence of something	A careful study of some social unit (as a corporation or division within a corporation) that attempts to determine what factors led to its success or failure
d003.s010.t019	più		X					
d003.s010.t020	approfondito	approfondire	V	bn:00086833v				
d003.s010.t021	.		X					
d003.s011.t001	Questi		X					
d003.s011.t002	studi	studio	N	bn:00049573n	bn:00074790n	bn:00074790n	Any piece of work that is undertaken or attempted	A detailed critical inspection
d003.s011.t003	hanno	avere	V					
d003.s011.t004	analizzato	analizzare	V	bn:00082596v	bn:00082596v	bn:00082596v		
d003.s011.t005	il		X					
d003.s011.t006	contesto	contesto	N	bn:00019219n	bn:00007783n	bn:00007783n	The set of facts or circumstances that surround a situation or event	Information that is essential to understanding a situation or problem
d003.s011.t007	delle		X					
d003.s011.t008	iniziative	iniziativa	N	bn:00026116n	bn:00034797n	bn:00034797n	A move or step or maneuver in political or diplomatic affairs	The first of a series of actions
d003.s011.t009	e		X					
d003.s011.t010	il		X					
d003.s011.t011	loro		X					
d003.s011.t012	impatto	impatto	N	bn:00046065n	bn:00030709n	bn:00030709n	A forceful consequence; a strong effect	Influencing strongly
d003.s011.t013	sui		X					
d003.s011.t014	modelli	modello	N	bn:00032100n				
d003.s011.t015	occupazionali	occupazionale	J	bn:00107714a	bn:00030626n			
d003.s011.t016	e		X					
d003.s011.t017	sulle		X					
d003.s011.t018	organizzazioni	organizzazione	N	bn:00013379n	bn:00001423n	bn:00001423n	An organization of employees formed to bargain with the employer	The persons (or committees or departments etc.) who make up a body for the purpose of administering something
d003.s011.t019	del		X					
d003.s011.t020	lavoro	lavoro	N	bn:00014138n	bn:00014138n	bn:00014138n		
d003.s011.t021	,		X					
d003.s011.t022	valutando	valutare	V	bn:00087763v	bn:00082720v	bn:00082720v	"Form a critical opinion of ""We shouldn't pass judgment on other people"""	Evaluate or estimate the nature, quality, ability, extent, or significance of
d003.s011.t023	inoltre		X					
d003.s011.t024	i		X					
d003.s011.t025	vantaggi	vantaggio	N	bn:00037022n	bn:00037022n	bn:00037022n		
d003.s011.t026	e		X					
d003.s011.t027	i		X					
d003.s011.t028	problemi	problema	N	bn:00064527n	bn:00048242n	bn:00048242n	A source of difficulty	A state of difficulty that needs to be resolved
d003.s011.t029	dell'		X					
d003.s011.t030	iniziativa	iniziativa	N	bn:00026116n	bn:00034797n	bn:00034797n	A move or step or maneuver in political or diplomatic affairs	The first of a series of actions
d003.s011.t031	.		X					
d003.s012.t001	Hanno	avere	V					
d003.s012.t002	anche		X		bn:00114246r			
d003.s012.t003	avuto	avere	V		bn:00082906v			
d003.s012.t004	luogo	luogo	N					
d003.s012.t005	visite	visita	N	bn:00080111n				
d003.s012.t006	e		X					
d003.s012.t007	interviste	intervista	N	bn:00047238n	bn:00047238n	bn:00047238n		
d003.s012.t008	con		X					
d003.s012.t009	esponenti	esponente	N	bn:00047203n	bn:00099258a			
d003.s012.t010	chiave	chiave	N	bn:00048986n				
d003.s012.t011	del		X					
d003.s012.t012	personale	personale	N	bn:00042833n	bn:00035770n	bn:00035770n	The force of workers available	Group of people willing to obey orders
d003.s012.t013	.		X					
d003.s013.t001	Gli		X					
d003.s013.t002	studi	studio	N	bn:00049573n	bn:00074790n	bn:00074790n	Any piece of work that is undertaken or attempted	A detailed critical inspection
d003.s013.t003	nazionali	nazionale	J	bn:00107136a	bn:00107136a	bn:00107136a		
d003.s013.t004	sfoceranno	sfociare	V					
d003.s013.t005	in		X					
d003.s013.t006	un		X					
d003.s013.t007	rapporto	rapporto	N	bn:00067181n	bn:00067181n	bn:00067181n		
d003.s013.t008	europeo	europeo	J	bn:00102440a	bn:00102440a	bn:00102440a		
d003.s013.t009	che		X					
d003.s013.t010	sintetizzerà	sintetizzare	V	bn:00082392v	bn:00094713v	bn:00094713v	Describe roughly or briefly or give the main points or summary of	Combine so as to form a more complex, product
d003.s013.t011	le		X					
d003.s013.t012	prassi	prassi	N	bn:00063989n	bn:00061054n	bn:00061054n	Translating an idea into action	A customary way of operation or behavior
d003.s013.t013	più		X					
d003.s013.t014	comuni	comune	N		bn:00108083a			
d003.s013.t015	.		X					
d003.s014.t001	Questo	questo	J					
d003.s014.t002	rapporto	rapporto	N	bn:00067181n	bn:00067181n	bn:00067181n		
d003.s014.t003	e		X					
d003.s014.t004	una		X					
d003.s014.t005	raccolta	raccolta	N	bn:00000777n	bn:00012059n			
d003.s014.t006	di		X					
d003.s014.t007	iniziative	iniziativa	N	bn:00026116n	bn:00034797n	bn:00034797n	A move or step or maneuver in political or diplomatic affairs	The first of a series of actions
d003.s014.t008	saranno	essere	V					
d003.s014.t009	pubblicati	pubblicare	V	bn:00084099v	bn:00084099v	bn:00084099v		
d003.s014.t010	nel		X					
d003.s014.t011	1996		X					
d003.s014.t012	e		X					
d003.s014.t013	costituiranno	costituire	V	bn:00083187v	bn:00084692v			
d003.s014.t014	la		X					
d003.s014.t015	base	base	N	bn:00008786n				
d003.s014.t016	di		X					
d003.s014.t017	una		X					
d003.s014.t018	conferenza	conferenza	N	bn:00021721n	bn:00021721n	bn:00021721n		
d003.s014.t019	prevista	prevedere	V	bn:00082668v				
d003.s014.t020	per		X					
d003.s014.t021	l'		X					
d003.s014.t022	autunno	autunno	N	bn:00007406n	bn:00007406n	bn:00007406n		
d003.s014.t023	dello		X					
d003.s014.t024	stesso	stesso	J	bn:00104506a				
d003.s014.t025	anno	anno	N	bn:00078738n				
d003.s014.t026	.		X					
d003.s015.t001	La		X					
d003.s015.t002	Fondazione	fondazione	N	bn:00031641n	bn:00036064n	bn:00036064n	An organization founded and united for a specific purpose	An institution supported by an endowment
d003.s015.t003	intende	intendere	V	bn:00089804v	bn:00082486v			
d003.s015.t004	documentare	documentare	V	bn:00087137v	bn:00087137v	bn:00087137v		
d003.s015.t005	le		X					
d003.s015.t006	caratteristiche	caratteristica	N	bn:00017747n				
d003.s015.t007	delle		X					
d003.s015.t008	barriere	barriera	N	bn:00008714n	bn:00008714n	bn:00008714n		
d003.s015.t009	inerenti	inerente	J					
d003.s015.t010	all'		X					
d003.s015.t011	età	età	N	bn:00001936n	bn:00001936n	bn:00001936n		
d003.s015.t012	a		X					
d003.s015.t013	livello	livello	N	bn:00041239n				
d003.s015.t014	di		X					
d003.s015.t015	assunzione	assunzione	N	bn:00030626n	bn:00030933n	bn:00030933n	The act of giving someone a job	The act of getting recruits; enlisting people for the army (or for a job or a cause etc.)
d003.s015.t016	e		X					
d003.s015.t017	formazione	formazione	N	bn:00026980n	bn:00041853n	bn:00041853n	The activities of educating or instructing; activities that impart knowledge or skill	Activity leading to skilled behavior
d003.s015.t018	e		X					
d003.s015.t019	analizzarne	analizzare	V	bn:00082596v	bn:00082596v	bn:00082596v		
d003.s015.t020	le		X					
d003.s015.t021	cause	causa	N	bn:00016850n	bn:00016850n	bn:00016850n		
d003.s015.t022	.		X					
d003.s016.t001	Vengono	venire	V					
d003.s016.t002	esaminati	esaminare	V	bn:00082596v	bn:00082596v	bn:00082596v		
d003.s016.t003	anche		X		bn:00114246r			
d003.s016.t004	i		X					
d003.s016.t005	punti	punto	N	bn:00063237n				
d003.s016.t006	di		X					
d003.s016.t007	vista	vista	N	bn:00045979n				
d003.s016.t008	delle		X					
d003.s016.t009	parti	parte	N	bn:01623772n				
d003.s016.t010	sociali	sociale	J	bn:00110842a	bn:01623772n	bn:01623772n	Relating to human society and its members	Social partners are groups that cooperate in working relationships to achieve a mutually agreed-upon goal, typically for the benefit of all involved groups.
d003.s016.t011	,		X					
d003.s016.t012	dedicando	dedicare	V	bn:00085427v	bn:00086761v			
d003.s016.t013	un'		X					
d003.s016.t014	attenzione	attenzione	N	bn:00002157n	bn:00007020n	bn:00007020n	The work of providing treatment for or attending to someone or something	The process whereby a person concentrates on some features of the environment to the (relative) exclusion of others
d003.s016.t015	particolare	particolare	J	bn:00102398a	bn:00102398a	bn:00102398a		
d003.s016.t016	alle		X					
d003.s016.t017	proposte	proposta	N	bn:00064624n	bn:00064776n	bn:00064776n	A proposal offered for acceptance or rejection	Something proposed (such as a plan or assumption)
d003.s016.t018	volte	volto	J					
d003.s016.t019	ad		X					
d003.s016.t020	eliminare	eliminare	V	bn:00082643v	bn:00088783v	bn:00088783v	Cancel officially	Dispose of
d003.s016.t021	le		X					
d003.s016.t022	barriere	barriera	N	bn:00008714n	bn:00008714n	bn:00008714n		
d003.s016.t023	inerenti	inerente	J					
d003.s016.t024	all'		X					
d003.s016.t025	età	età	N	bn:00001936n	bn:00001936n	bn:00001936n		
d003.s016.t026	.		X					
d003.s017.t001	In		X					
d003.s017.t002	terzo	terzo	J	bn:00096000a				
d003.s017.t003	luogo	luogo	N					
d003.s017.t004	,		X					
d003.s017.t005	il		X					
d003.s017.t006	progetto	progetto	N	bn:00062759n	bn:00064665n	bn:00064665n	A series of steps to be carried out or goals to be accomplished	A planned undertaking
d003.s017.t007	documenta	documentare	V	bn:00087137v				
d003.s017.t008	e		X					
d003.s017.t009	valuta	valutare	V	bn:00087763v				
d003.s017.t010	iniziative	iniziativa	N	bn:00026116n	bn:00034797n	bn:00034797n	A move or step or maneuver in political or diplomatic affairs	The first of a series of actions
d003.s017.t011	,		X					
d003.s017.t012	pubbliche	pubblico	J	bn:00109211a	bn:00109211a	bn:00109211a		
d003.s017.t013	e		X					
d003.s017.t014	private	privato	J	bn:00109026a	bn:01861730n	bn:01861730n	Confined to particular persons or groups or providing privacy	The private sector is the part of the economy, sometimes referred to as the citizen sector, which is owned by private groups, usually as a means of establishment for profit or non profit, rather than being owned by the government.
d003.s017.t015	,		X					
d003.s017.t016	volte	volta	N					
d003.s017.t017	a		X					
d003.s017.t018	lottare	lottare	V	bn:00086455v	bn:00070206n			
d003.s017.t019	contro		X					
d003.s017.t020	le		X					
d003.s017.t021	barriere	barriera	N	bn:00008714n	bn:00008714n	bn:00008714n		
d003.s017.t022	legate	legare	V	bn:00082868v				
d003.s017.t023	all'		X					
d003.s017.t024	età	età	N	bn:00001936n	bn:00001936n	bn:00001936n		
d003.s017.t025	,		X					
d003.s017.t026	specialmente	specialmente	R	bn:00115235r	bn:00115235r	bn:00115235r		
d003.s017.t027	a		X					
d003.s017.t028	favore	favore	N	bn:00033835n				
d003.s017.t029	dei		X					
d003.s017.t030	lavoratori	lavoratore	N	bn:00064681n	bn:00081593n	bn:00081593n	A member of the working class (not necessarily employed)	A person who works at a specific occupation
d003.s017.t031	anziani	anziano	J	bn:00096644a	bn:00096644a	bn:00096644a		
d003.s017.t032	.		X					
d003.s018.t001	Ricercando	ricercare	V	bn:00093452v	bn:00090460v	bn:00090460v	Try to get or reach	Try to locate or discover, or try to establish the existence of
d003.s018.t002	alternative	alternativa	N	bn:00003132n				
d003.s018.t003	al		X					
d003.s018.t004	prepensionamento	prepensionamento	N	bn:08952119n	bn:00067456n			
d003.s018.t005	e		X					
d003.s018.t006	al		X					
d003.s018.t007	licenziamento	licenziamento	N	bn:00027476n	bn:00066743n			
d003.s018.t008	,		X					
d003.s018.t009	il		X					
d003.s018.t010	progetto	progetto	N	bn:00062759n	bn:00064665n	bn:00064665n	A series of steps to be carried out or goals to be accomplished	A planned undertaking
d003.s018.t011	si		X					
d003.s018.t012	interessa	interessare	V		bn:00083240v	bn:00083240v		
d003.s018.t013	principalmente	principalmente	R	bn:00114714r	bn:00114714r	bn:00114714r		
d003.s018.t014	al		X					
d003.s018.t015	mantenimento	mantenimento	N	bn:00075330n	bn:00044396n	bn:00044396n	The activity of providing for or maintaining by supplying with money or necessities	The act of retaining something
d003.s018.t016	,		X					
d003.s018.t017	alla		X					
d003.s018.t018	reintegrazione	reintegrazione	N	bn:00066979n				
d003.s018.t019	e		X					
d003.s018.t020	alla		X					
d003.s018.t021	riqualificazione	riqualificazione	N	bn:00067463n	bn:00092953v			
d003.s018.t022	dei		X					
d003.s018.t023	lavoratori	lavoratore	N	bn:00047795n	bn:00081593n	bn:00081593n	Someone who works with their hands; someone engaged in manual labor	A person who works at a specific occupation
d003.s018.t024	anziani	anziano	J	bn:00096644a	bn:00096644a	bn:00096644a		
d003.s018.t025	.		X					
d003.s019.t001	Sono	essere	V					
d003.s019.t002	presi	prendere	V	bn:00082206v				
d003.s019.t003	in		X					
d003.s019.t004	considerazione	considerazione	N	bn:00019220n				
d003.s019.t005	il		X					
d003.s019.t006	sesso	sesso	N	bn:00037634n	bn:00037634n	bn:00037634n		
d003.s019.t007	e		X					
d003.s019.t008	l'		X					
d003.s019.t009	appartenenza	appartenenza	N	bn:00054281n	bn:00007781n			
d003.s019.t010	etnica	etnico	J	bn:00100762a	bn:00031722n	bn:00031722n	Denoting or deriving from or distinctive of the ways of living built up by a group of people	People of the same race or nationality who share a distinctive culture
d003.s019.t011	dei		X					
d003.s019.t012	lavoratori	lavoratore	N	bn:00047795n	bn:00081593n	bn:00081593n	Someone who works with their hands; someone engaged in manual labor	A person who works at a specific occupation
d003.s019.t013	,		X					
d003.s019.t014	e		X					
d003.s019.t015	la		X					
d003.s019.t016	loro		X					
d003.s019.t017	correlazione	correlazione	N	bn:00022856n	bn:00082868v			
d003.s019.t018	con		X					
d003.s019.t019	la		X					
d003.s019.t020	discriminazione	discriminazione	N	bn:00027538n	bn:00027538n	bn:00027538n		
d003.s019.t021	in		X					
d003.s019.t022	base	base	N	bn:00008786n				
d003.s019.t023	all'		X					
d003.s019.t024	età	età	N	bn:00001936n	bn:00001957n	bn:00001957n	How long something has existed	Discrimination against middle-aged and elderly people
d003.s019.t025	.		X					
d003.s020.t001	Il		X					
d003.s020.t002	progetto	progetto	N	bn:00062759n	bn:00064665n	bn:00064665n	A series of steps to be carried out or goals to be accomplished	A planned undertaking
d003.s020.t003	esamina	esaminare	V	bn:00082596v	bn:00085648v	bn:00085648v	Consider in detail and subject to an analysis in order to discover essential features or meaning	Give careful consideration to
d003.s020.t004	anche		X		bn:00114246r			
d003.s020.t005	iniziative	iniziativa	N	bn:00026116n				
d003.s020.t006	volte	volto	J					
d003.s020.t007	a		X					
d003.s020.t008	lottare	lottare	V	bn:00086455v				
d003.s020.t009	contro		X					
d003.s020.t010	la		X					
d003.s020.t011	discriminazione	discriminazione	N	bn:00027538n	bn:00027538n	bn:00027538n		
d003.s020.t012	basata	basare	V	bn:00083141v				
d003.s020.t013	sull'		X					
d003.s020.t014	età	età	N	bn:00001936n	bn:00001957n	bn:00001957n	How long something has existed	Discrimination against middle-aged and elderly people
d003.s020.t015	nelle		X					
d003.s020.t016	zone	zona	N	bn:00005513n	bn:00005513n	bn:00005513n		
d003.s020.t017	rurali	rurale	J	bn:00109997a	bn:00023237n	bn:00023237n	Living in or characteristic of farming or country life	An area outside of cities and towns
d003.s020.t018	e		X					
d003.s020.t019	nelle		X					
d003.s020.t020	piccole	piccolo	J	bn:03169699n	bn:03169699n	bn:03169699n		
d003.s020.t021	e		X					
d003.s020.t022	medie	medio	J	bn:00097857a				
d003.s020.t023	imprese	impresa	N	bn:00022811n				
d003.s020.t024	.		X					
d003.s021.t001	La		X					
d003.s021.t002	ricerca	ricerca	N	bn:00067280n	bn:00064665n	bn:00064665n	Systematic investigation to establish facts	A planned undertaking
d003.s021.t003	ha	avere	V	bn:00088078v				
d003.s021.t004	per		X					
d003.s021.t005	oggetto	oggetto	N	bn:00074900n	bn:00085497v			
d003.s021.t006	sette	sette	J	bn:00096060a				
d003.s021.t007	Stati	stati	N	bn:00208447n	bn:00011771n			
d003.s021.t008	membri	membro	N	bn:00054277n	bn:02197666n	bn:02197666n	An organization that is a member of another organization (especially a state that belongs to a group of nations)	A member state is a state that is a member of an international organization or of a federation or confederation.
d003.s021.t009	:		X					
d003.s021.t010	Belgio	belgio	N	bn:00009714n	bn:00009714n	bn:00009714n		
d003.s021.t011	,		X					
d003.s021.t012	Francia	francia	N	bn:00036202n	bn:00036202n			
d003.s021.t013	,		X					
d003.s021.t014	Germania	germania	N	bn:00026684n	bn:00026684n	bn:00026684n		
d003.s021.t015	,		X					
d003.s021.t016	Grecia	grecia	N	bn:00030401n	bn:00030401n			
d003.s021.t017	,		X					
d003.s021.t018	Italia	italia	N	bn:00047705n	bn:00047705n	bn:00047705n		
d003.s021.t019	,		X					
d003.s021.t020	Paesi	paesi	N	bn:00044423n	bn:00049168n			
d003.s021.t021	Bassi	basso	J					
d003.s021.t022	e		X					
d003.s021.t023	Regno	regno	N	bn:00013173n				
d003.s021.t024	Unito	unito	J	bn:00112908a	bn:00013173n	bn:00013173n	Characterized by unity; being or joined into a single entity	A monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom
d003.s021.t025	.		X					
d004.s003.t001	Che		X					
d004.s003.t002	cos	cosa	N					
d004.s003.t003	è	essere	V					
d004.s003.t004	Cerenia	cerenia	N	bn:00923812n	bn:00923812n	bn:00923812n		
d004.s003.t005	?		X					
d004.s004.t001	Cerenia	cerenia	N	bn:00923812n	bn:00923812n	bn:00923812n		
d004.s004.t002	contiene	contenere	V	bn:00083225v	bn:00085499v	bn:00085499v	Contain or hold; have within	Include or contain; have as a component
d004.s004.t003	il		X					
d004.s004.t004	principio	principio	N	bn:00377649n	bn:00377649n			
d004.s004.t005	attivo	attivo	J	bn:00096387a	bn:00074985n			
d004.s004.t006	maropitant	maropitant	N	bn:00923812n	bn:00923812n	bn:00923812n		
d004.s004.t007	ed		X					
d004.s004.t008	è	essere	V					
d004.s004.t009	disponibile	disponibile	J	bn:00097846a	bn:00097846a	bn:00097846a		
d004.s004.t010	sotto		X					
d004.s004.t011	forma	forma	N	bn:00005023n				
d004.s004.t012	di		X					
d004.s004.t013	compressa	compressa	N	bn:00052222n	bn:00052222n	bn:00052222n		
d004.s004.t014	o		X					
d004.s004.t015	di		X					
d004.s004.t016	soluzione	soluzione	N	bn:00072760n	bn:00072760n	bn:00072760n		
d004.s004.t017	iniettabile	iniettabile	J		bn:00046787n			
d004.s004.t018	.		X					
d004.s005.t001	Le		X					
d004.s005.t002	compresse	compressa	N	bn:00052222n	bn:00052222n	bn:00052222n		
d004.s005.t003	sono	essere	V					
d004.s005.t004	di		X					
d004.s005.t005	color	color	N					
d004.s005.t006	arancione	arancione	J	bn:00107945a				
d004.s005.t007	chiaro	chiaro	J	bn:00105938a				
d004.s005.t008	e		X					
d004.s005.t009	hanno	avere	V	bn:00088078v	bn:00088078v	bn:00088078v		
d004.s005.t010	una		X					
d004.s005.t011	tacca	tacca	N	bn:00026264n	bn:00023645n			
d004.s005.t012	su		X					
d004.s005.t013	entrambi	entrambi	J					
d004.s005.t014	i		X					
d004.s005.t015	lati	lato	N	bn:00071433n	bn:00032604n	bn:00032604n	Either the left or right half of a body	A surface forming part of the outside of an object
d004.s005.t016	,		X					
d004.s005.t017	per		X		bn:00117049r			
d004.s005.t018	facilitarne	facilitare	V	bn:00082531v				
d004.s005.t019	la		X					
d004.s005.t020	divisione	divisione	N	bn:00027913n	bn:00089157v			
d004.s005.t021	in		X					
d004.s005.t022	due	due	J	bn:00095950a				
d004.s005.t023	metà	metà	N	bn:00042601n				
d004.s005.t024	.		X					
d004.s006.t001	Ciascuna	ciascuno	R	bn:00114315r				
d004.s006.t002	compressa	compressa	N	bn:00052222n	bn:00052222n	bn:00052222n		
d004.s006.t003	è	essere	V					
d004.s006.t004	marcata	marcare	V	bn:00090151v	bn:00090663v	bn:00090663v	Attach a tag or label to	Make small marks into the surface of
d004.s006.t005	da		X					
d004.s006.t006	un		X					
d004.s006.t007	lato	lato	N	bn:00071433n	bn:00032604n	bn:00032604n	Either the left or right half of a body	A surface forming part of the outside of an object
d004.s006.t008	con		X					
d004.s006.t009	il		X					
d004.s006.t010	logo	logo	N	bn:00051872n	bn:00051872n	bn:00051872n		
d004.s006.t011	Pfizer	pfizer	N	bn:03463336n	bn:03463336n	bn:03463336n		
d004.s006.t012	e		X					
d004.s006.t013	dall	dall	N					
d004.s006.t014	altro	altro	J	bn:00108011a	bn:00108011a	bn:00108011a		
d004.s006.t015	lato	lato	N	bn:00071433n	bn:00032604n	bn:00032604n	Either the left or right half of a body	A surface forming part of the outside of an object
d004.s006.t016	con		X					
d004.s006.t017	le		X					
d004.s006.t018	lettere	lettera	N	bn:00003057n	bn:00003057n	bn:00003057n		
d004.s006.t019	MPT		X					
d004.s006.t020	e		X					
d004.s006.t021	con		X					
d004.s006.t022	numeri	numero	N	bn:00034394n				
d004.s006.t023	che		X					
d004.s006.t024	indicano	indicare	V	bn:00086586v				
d004.s006.t025	la		X					
d004.s006.t026	quantità	quantità	N	bn:00003602n				
d004.s006.t027	di		X					
d004.s006.t028	maropitant	maropitant	N	bn:00923812n	bn:00923812n	bn:00923812n		
d004.s006.t029	.		X					
d004.s007.t001	Per		X					
d004.s007.t002	che		X					
d004.s007.t003	cosa	cosa	N	bn:00076924n				
d004.s007.t004	si		X					
d004.s007.t005	usa	usare	V	bn:00082705v	bn:00082705v	bn:00082705v		
d004.s007.t006	Cerenia	cerenia	N	bn:00923812n	bn:00923812n	bn:00923812n		
d004.s007.t007	?		X					
d004.s008.t001	Cerenia	cerenia	N	bn:00923812n	bn:00923812n	bn:00923812n		
d004.s008.t002	è	essere	V					
d004.s008.t003	un		X					
d004.s008.t004	antiemetico	antiemetico	N	bn:00004656n	bn:00004656n	bn:00004656n		
d004.s008.t005	,		X					
d004.s008.t006	ossia		X		bn:00089805v			
d004.s008.t007	un		X					
d004.s008.t008	medicinale	medicinale	N	bn:00054128n				
d004.s008.t009	che		X					
d004.s008.t010	arresta	arrestare	V	bn:00082787v	bn:00082787v	bn:00082787v		
d004.s008.t011	il		X					
d004.s008.t012	vomito	vomito	N	bn:00027565n				
d004.s008.t013	.		X					
d004.s009.t001	È	essere	V					
d004.s009.t002	usato	usare	V	bn:00082705v	bn:00082705v	bn:00082705v		
d004.s009.t003	nei		X					
d004.s009.t004	cani	cane	N	bn:00008602n	bn:00015267n	bn:00015267n	Informal terms for dogs	A member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds
d004.s009.t005	per		X					
d004.s009.t006	prevenire	prevenire	V	bn:00082954v	bn:00088454v	bn:00088454v	Prevent the occurrence of; prevent from happening	Keep from happening or arising; make impossible
d004.s009.t007	il		X					
d004.s009.t008	vomito	vomito	N	bn:00027565n	bn:00083115v	bn:00083115v	The reflex act of ejecting the contents of the stomach through the mouth	Eject the contents of the stomach through the mouth
d004.s009.t009	causato	causare	V	bn:00084699v	bn:00084069v	bn:00084069v	Give rise to; cause to happen or occur, not always intentionally	Cause to happen, occur or exist
d004.s009.t010	,		X					
d004.s009.t011	per		X					
d004.s009.t012	esempio	esempio	N	bn:00032099n				
d004.s009.t013	,		X					
d004.s009.t014	dalla		X					
d004.s009.t015	chemioterapia	chemioterapia	N	bn:00018141n	bn:00018141n	bn:00018141n		
d004.s009.t016	(		X					
d004.s009.t017	medicinali	medicinale	N	bn:00054128n	bn:00054128n	bn:00054128n		
d004.s009.t018	usati	usato	J	bn:00082705v	bn:00082705v			
d004.s009.t019	per		X					
d004.s009.t020	la		X					
d004.s009.t021	cura	cura	N	bn:00058966n	bn:01853831n	bn:01853831n	The branch of medicine concerned with the study and treatment of tumors	Cancer can be treated by surgery, chemotherapy, radiation therapy, hormonal therapy, targeted therapy and synthetic lethality, most commonly as a series of separate treatments.
d004.s009.t022	del		X					
d004.s009.t023	cancro	cancro	N	bn:00015180n	bn:00015180n	bn:00015180n		
