Token ID FAR,Farsi Token,Farsi Lemma,POS FAR,ENG Tokens,ENG Token ID,BN Synset,Add Annotation,Correct?,Synonyms?,BN Gloss,Annotator notes,Farsi Synsets,Farsi Glosses,Eng WN Synsets,Eng WN Glosses,Eng BN Synsets,Eng BN Glosses
f001.s009.t025,ایجاد,ایجاد,NOUN,caused,d001.s009.t024,bn:00084069v,,1,,"Cause to happen, occur or exist",,,,,,,
f001.s009.t026,می‌شود,شد#شو,VERB,is,d001.s009.t022,,1,1,,,,,,,,,
f001.s009.t027,),),PUNCT,),d001.s009.t029,,,,,,,,,,,,
f001.s009.t028,.,.,PUNCT,.,d001.s009.t030,,,,,,,,,,,,
f001.s010.t001,آلیمتا,آلیمتا,NOUN,Alimta,d001.s010.t001,bn:00602447n,,1,,Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.,,,,,,,
f001.s010.t002,همراه,همراه,NOUN,together,d001.s010.t004,,1,1,,,,bn:00096273a;bn:01465243n;bn:00021883n;bn:00006532n,"Following or accompanying as a consequence	;In medicine, comorbidity is the presence of one or more additional diseases or disorders co-occurring with a primary disease or disorder; in the countable sense of the term, a comorbidity is each additional disorder or disease.	;The grammatical relation between linguistic units (words or phrases or clauses) that are connected by a conjunction	;A friend who is frequently in the company of another",,,,
f001.s010.t003,با,با,ADP,with,d001.s010.t005,,,,,,,,,,,,
f001.s010.t004,سیس,سیس,NOUN,cisplatin,d001.s010.t006,bn:00577781n,,1,,Cisplatin is a chemotherapy medication used to treat a number of cancers.,,,,,,,
f001.s010.t005,پلاتین,پلاتین,NOUN,cisplatin,d001.s010.t006,bn:00577781n,,1,,Cisplatin is a chemotherapy medication used to treat a number of cancers.,,,,,,,
f001.s010.t006,(,(,PUNCT,(,d001.s010.t007,,,,,,,,,,,,
f001.s010.t007,یکی,یکی,NUM,,,,,,,,,,,,,,
f001.s010.t008,دیگر,دیگر,PRON,another,d001.s010.t008,,,,,,,,,,,,
f001.s010.t009,از,از,ADP,,,,,,,,,,,,,,
f001.s010.t010,داروهای,دارو,"NOUN,EZ",medicine,d001.s010.t010,bn:00054128n,,1,,(medicine) something that treats or prevents or alleviates the symptoms of disease,,,,,,,
f001.s010.t011,ضد,ضد,"NOUN,EZ",anticancer,d001.s010.t009,bn:00097220a,,1,,Used in the treatment of cancer,,,,,,,
f001.s010.t012,سرطان,سرطان,NOUN,anticancer,d001.s010.t009,bn:00097220a,,1,,Used in the treatment of cancer,,,,,,,
f001.s010.t013,),),PUNCT,),d001.s010.t011,,,,,,,,,,,,
f001.s010.t014,زمانی,زمانی,NOUN,when,d001.s010.t012,,1,1,,,,bn:00018915n;bn:18355508n;bn:00077270n;bn:00073041n;bn:00076471n,A record of events in the order of their occurrence	;n/a	;The continuum of experience in which events pass from the future through the present to the past	;The four-dimensional coordinate system (3 dimensions of space and 1 of time) in which physical events are located	;The semantic role of the noun phrase that designates the time of the state or action denoted by the verb,,,,
f001.s010.t015,که,که,SCONJ,is,d001.s010.t015,,,,,,,,,,,,
f001.s010.t016,سرطان,سرطان,"NOUN,EZ",cancer,d001.s010.t014,bn:00015180n,,1,,Any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream,,,,,,,
f001.s010.t017,غیرقابل,غیرقابل,ADJ,unresectable,d001.s010.t016,,1,1,,,,,,,,,
f001.s010.t018,برداشت,برداشت,VERB,unresectable,d001.s010.t016,,1,1,,,,bn:00134000n;bn:01157428n;bn:00043091n;bn:00061500n;bn:00009717n;bn:00043090n;bn:02740049n;bn:00781902n,"A harvester is a type of heavy forestry vehicle employed in cut-to-length logging operations for felling, delimbing and bucking trees.	;Plucking or tweezing can mean the process of removing human hair, animal hair or a bird's feathers by mechanically pulling the item from the owner's body.	;The season for gathering crops	;The representation of what is perceived; basic component in the formation of a concept	;A vague idea in which some confidence is placed	;The gathering of a ripened crop	;Plucking, also referred to as quarrying, is a glacial phenomenon that is responsible for the erosion and transportation of individual pieces of bedrock, especially large ""joint blocks"".	;Cropping refers to the removal of the outer parts of an image to improve framing, accentuate subject matter or change aspect ratio.",,,,
f001.s010.t019,(,(,PUNCT,(,d001.s010.t017,,,,,,,,,,,,
f001.s010.t020,به,به,ADP,the,d001.s010.t042,,,,,,,,,,,,
f001.s010.t021,تنهایی,تنهایی,NOUN,alone,d001.s010.t023,bn:00096871a,,1,,Exclusive of anyone or anything else,,,,,,,
f001.s010.t022,با,با,ADP,by,d001.s010.t021,,,,,,,,,,,,
f001.s010.t023,جراحی,جراحی,"NOUN,EZ",surgery,d001.s010.t022,bn:00059129n,,1,,A medical procedure involving an incision with instruments; performed to repair damage or arrest disease in a living body,,,,,,,
f001.s010.t024,قابل,قابل,"ADJ,EZ",,,,1,0,,,"It can be aligned with ""cannot be removed""",bn:17671873n,"Kaabil is a 2017 Indian Hindi-language crime thriller film directed by Sanjay Gupta, written by Vijay Kumar Mishra, produced by Rakesh Roshan under his banner FilmKraft Productions.",,,,
f001.s010.t025,برداشتن,برداشتن,NOUN,be removed,"d001.s010.t019, d001.s010.t020",bn:00092783v,,1,,"Remove something concrete, as by lifting, pushing, or taking off, or remove something abstract",,,,,,,
f001.s010.t026,نیست,نیست,VERB,cannot,d001.s010.t018,,1,1,,,,bn:01023038n,"Nesset is a municipality in Møre og Romsdal county, Norway on the Romsdal Peninsula.",,,,
f001.s010.t027,),),PUNCT,),d001.s010.t024,,,,,,,,,,,,
f001.s010.t028,و,و,CCONJ,and,d001.s010.t025,,,,,,,,,,,,
f001.s010.t029,بدخیم,بدخیم,ADJ,malignant,d001.s010.t026,bn:00106363a,,1,,Dangerous to health; characterized by progressive and uncontrolled growth (especially of a tumor),,,,,,,
f001.s010.t030,(,(,PUNCT,(,d001.s010.t027,,,,,,,,,,,,
f001.s010.t031,به,به,ADP,to,d001.s010.t038,,,,,,,,,,,,
f001.s010.t032,سایر,سایر,"NOUN,EZ",other,d001.s010.t039,bn:00108011a,,1,,Not the same one or ones already mentioned or implied- the White Queen,,,,,,,
f001.s010.t033,نقاط,نقاط,"NOUN,EZ",parts,d001.s010.t040,bn:00021395n,,1,,Something determined in relation to something that includes it,,,,,,,
f001.s010.t034,بدن,بدن,"NOUN,EZ",body,d001.s010.t043,bn:00011744n,,1,,"The entire structure of an organism (an animal, plant, or human being)",,,,,,,
f001.s010.t035,گسترش‌یافته,گسترش‌یافته,ADJ,spread has,"d001.s010.t029, d001.s010.t028",bn:00092083v,,1,,Become distributed or widespread,,,,,,,
f001.s010.t036,یا,یا,CCONJ,or,d001.s010.t031,,,,,,,,,,,,
f001.s010.t037,احتمالا,احتمالا,ADV,likely,d001.s010.t033,bn:00105981a,,1,,Has a good chance of being the case or of coming about,,,,,,,
f001.s010.t038,به,به,ADP,to,d001.s010.t034,,,,,,,,,,,,
f001.s010.t039,راحتی,راحتی,NOUN,easily,d001.s010.t036,bn:00115155r,,1,,With ease (`easy' is sometimes used informally for `easily'),,,,,,,
f001.s010.t040,منتشر,منتشر,ADJ,spread,d001.s010.t035,bn:00092083v,,1,,Become distributed or widespread,,,,,,,
f001.s010.t041,شده_است,شد#شو,VERB,,,,1,0,,,"It is a part of verb ""spread.""",,,,,,
f001.s010.t042,),),PUNCT,),d001.s010.t044,,,,,,,,,,,,
f001.s010.t043,استفاده,استفاده,NOUN,used,d001.s010.t003,bn:00082705v,,1,,Put into service; make work or employ for a particular purpose or for its inherent or natural purpose,,,,,,,
f001.s010.t044,می‌شود,شد#شو,VERB,is,d001.s010.t002,,1,1,,,,,,,,,
f001.s010.t045,.,.,PUNCT,", ,","d001.s010.t045, d001.s010.t037",,,,,,,,,,,,
f001.s010.t046,شیمی‌درمانی,شیمی‌درمانی,NOUN,chemotherapy,d001.s010.t052,bn:00018141n,,1,,The use of chemical agents to treat or control disease (or mental illness),,,,,,,
f001.s010.t047,(,(,PUNCT,(,d001.s010.t053,,,,,,,,,,,,
f001.s010.t048,داروهای,دارو,"NOUN,EZ",medicines,d001.s010.t054,bn:00054128n,,1,,(medicine) something that treats or prevents or alleviates the symptoms of disease,,,,wn:06043075n; wn:03740161n; wn:00612160n; wn:01162529n,the branches of medical science that deal with nonsurgical techniques; (medicine) something that treats or prevents or alleviates the symptoms of disease; the learned profession that is mastered by graduate training in a medical school and that is devoted to preventing or alleviating or curing diseases and injuries; punishment for one's actions,,
f001.s010.t049,سرطان,سرطان,NOUN,cancer,d001.s010.t056,bn:00015180n,,1,,Any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream,,,,,,,
f001.s010.t050,),),PUNCT,),d001.s010.t057,,,,,,,,,,,,
f001.s010.t051,را,را,ADP,,,,,,,,,,,,,,
f001.s010.t052,قبل,قبل,ADP,before,d001.s010.t058,,,,,,,,,,,,
f001.s010.t053,از,از,ADP,,,,,,,,,,,,,,
f001.s010.t054,سرطان,سرطان,"NOUN,EZ",cancer,d001.s010.t065,bn:00015180n,,1,,Any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream,,,,,,,
f001.s010.t055,ریه,ریه,"NOUN,EZ",medicines,d001.s010.t054,bn:00052341n,,2,0,(medicine) something that treats or prevents or alleviates the symptoms of disease,"Partially correct. ""ریه"" should not be present.",,,wn:06043075n; wn:03740161n; wn:00612160n; wn:01162529n,the branches of medical science that deal with nonsurgical techniques; (medicine) something that treats or prevents or alleviates the symptoms of disease; the learned profession that is mastered by graduate training in a medical school and that is devoted to preventing or alleviating or curing diseases and injuries; punishment for one's actions,,
f001.s010.t056,سلول,سلول,"NOUN,EZ",cell,d001.s010.t063,bn:00017027n,,1,,(biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals,,,,,,,
f001.s010.t057,غیر,غیر,"NOUN,EZ",non-small,d001.s010.t062,,1,1,,,,,,,,,
f001.s010.t058,کوچک,کوچک,"ADJ,EZ",non-small,d001.s010.t062,,1,1,,,,bn:00061821n;bn:00077117n;bn:00008439n;bn:00108510a;bn:00051575n;bn:16961069n;bn:15536282n;bn:00018345n;bn:02614582n;bn:00052186n;bn:00106685a;bn:00055152n;bn:00106058a;bn:00106754a;bn:00024533n;bn:00017719n;bn:02956530n;bn:00098029a;bn:00062565n;bn:00027161n,"Larceny of property having a value less than some amount (the amount varies by locale)	;The nail of the thumb	;Any of various small breeds of fowl	;Contemptibly narrow in outlook	;A small amount or duration	;Kuchek is a village in Firuraq Rural District, in the Central District of Khoy County, West Azerbaijan Province, Iran.	;A layoff is the temporary suspension or permanent termination of employment of an employee or, more commonly, a group of employees for business reasons, such as personnel management or downsizing an organization.	;A young person of either sex	;A mini-map or minimap is a miniature map that is often placed at a screen corner in video games to aid players in orienting themselves within the game world.	;The characters that were once kept in bottom half of a compositor's type case	;Extremely small in scale or scope or capability	;Act of making on a greatly reduced scale	;Limited or below average in number or quantity or magnitude or extent	;Being on a very small scale	;The reduction of expenditures in order to become financially stable	;A place of worship that has its own altar	;Kuchek Olum is a village in Fajr Rural District, in the Central District of Gonbad-e Qabus County, Golestan Province, Iran.	;Very small	;Someone who is small and insignificant	;A word that is formed with a suffix (such as -let or -kin) to indicate smallness",,,,
f001.s010.t059,پیشرفته,پیشرفته,ADJ,advanced,d001.s010.t059,bn:00096528a,,1,,Comparatively late in a course of development,,,,,,,
f001.s010.t060,یا,یا,CCONJ,or,d001.s010.t060,,,,,,,,,,,,
f001.s010.t061,متاستاتیک,متاستاتیک,ADJ,metastatic,d001.s010.t061,bn:00106664a,,1,,Relating to or affected by metastasis,exact translation.,,,,,,
f001.s010.t062,دریافت,دریافت,NOUN,received,d001.s010.t051,bn:00087863v,,1,,Go through (mental or physical states or experiences),,,,,,,
f001.s010.t063,کرد,کرد#کن,VERB,,,,1,0,,,"It is a part of verb ""received.""",bn:02953896n;bn:00022590n;bn:00049493n,"Kord is a village in Aq Altin Rural District, in the Central District of Aqqala County, Golestan Province, Iran.	;A unit of amount of wood cut for burning; 128 cubic feet	;A member of a largely pastoral Islamic people who live in Kurdistan; the largest ethnic group without their own state",,,,
f001.s010.t064,که,که,SCONJ,that,d001.s010.t066,,,,,,,,,,,,
f001.s010.t065,بر,بر,ADP,,,,,,,,,,,,,,
f001.s010.t066,سلول‌های,سلول,"NOUN,EZ",cells,d001.s010.t072,bn:00017027n,,1,,(biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals,,,,,,,
f001.s010.t067,سنگفرشی,سنگفرش,ADJ,squamous,d001.s010.t071,,1,1,,,,bn:00101826a;bn:00034986n;bn:00020210n;bn:00061084n,Weak from exhaustion	;Flagstones collectively	;Rectangular paving stone with curved top; once used to make roads	;Walk consisting of a paved area for pedestrians; usually beside a street or roadway,,,,
f001.s010.t068,تأثیر,تأثیر,NOUN,affecting,d001.s010.t069,bn:00082427v,,1,,Act physically on; have an effect upon,,,,,,,
f001.s010.t069,نمی‌گذارد,گذارد#گذار,VERB,not affecting,"d001.s010.t068, d001.s010.t069",bn:00082427v,,1,,Act physically on; have an effect upon,,,,,,,
f001.s010.t070,.,.,PUNCT,.,d001.s010.t073,,,,,,,,,,,,
f001.s011.t001,آلیمتا,آلیمتا,NOUN,Alimta,d001.s011.t001,bn:00602447n,,1,,Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.,,,,,,,
f001.s011.t002,در,در,ADP,in,d001.s011.t004,,,,,,,,,,,,
f001.s011.t003,ترکیب,ترکیب,NOUN,combination,d001.s011.t005,bn:00020872n,,1,,A collection of things that have been combined; an assemblage of separate parts or qualities,,,,,,,
f001.s011.t004,با,با,ADP,with,d001.s011.t006,,,,,,,,,,,,
f001.s011.t005,سیس,سیس,NOUN,cisplatin,d001.s011.t007,bn:00577781n,,1,,Cisplatin is a chemotherapy medication used to treat a number of cancers.,,,,,,,
f001.s011.t006,پلاتین,پلاتین,NOUN,cisplatin,d001.s011.t007,bn:00577781n,,1,,Cisplatin is a chemotherapy medication used to treat a number of cancers.,,,,,,,
f001.s011.t007,در,در,ADP,in,d001.s011.t008,,,,,,,,,,,,
f001.s011.t008,بیمارانی,بیمارانی,NOUN,patients,d001.s011.t009,bn:00061017n,,1,,A person who requires medical care,,,,,,,
f001.s011.t009,که,که,SCONJ,who,d001.s011.t010,,,,,,,,,,,,
f001.s011.t010,قبلا,قبلا,ADV,before,d001.s011.t015,,,,,,,,,,,,
f001.s011.t011,تحت,تحت,"ADP,EZ",,,,,,,,,,,,,,
f001.s011.t012,درمان,درمان,NOUN,treated,d001.s011.t014,bn:00084532v,,1,,Provide treatment for,,,,,,,
f001.s011.t013,قرار,قرار,NOUN,,,,1,0,,,"It is part of ""been have not""",bn:00041948n;bn:09102595n,A formally arranged gathering	;n/a,,,,
f001.s011.t014,نگرفته‌اند,گرفت#گیر,VERB,been have not,"d001.s011.t013, d001.s011.t011, d001.s011.t012",bn:00116360r,,1,,Negation of a word or group of words,"aligning this token is tricky, the whole aligned token has another meaning, it shoulc be aligned with the first character of the aligned token.",,,,,,
f001.s011.t015,و,و,CCONJ,and,d001.s011.t017,,,,,,,,,,,,
f001.s011.t016,به,به,ADP,on,d001.s011.t018,,,,,,,,,,,,
f001.s011.t017,تنهایی,تنهایی,NOUN,own,d001.s011.t020,,1,1,,,,bn:00003004n;bn:00026574n;bn:03860859n;bn:17323638n;bn:16664197n,"A disposition toward being alone	;Sadness resulting from being forsaken or abandoned	;Solitude is a state of seclusion or isolation, i.e., lack of contact with people.	;n/a	;n/a",,,,
f001.s011.t018,در,در,ADP,in,d001.s011.t021,,,,,,,,,,,,
f001.s011.t019,بیمارانی,بیمارانی,NOUN,", patients","d001.s011.t016, d001.s011.t022",bn:00061017n,,1,,A person who requires medical care,,,,,,,
f001.s011.t020,که,که,SCONJ,who,d001.s011.t023,,,,,,,,,,,,
f001.s011.t021,در,در,ADP,in,d001.s011.t030,,,,,,,,,,,,
f001.s011.t022,گذشته,گذشته,ADV,past,d001.s011.t032,bn:00060927n,,1,,The time that has elapsed,,,,,,,
f001.s011.t023,نوع,نوع,"NOUN,EZ",type,d001.s011.t027,bn:00078798n,,,,A subdivision of a particular kind of thing,,bn:00012986n;bn:00033729n;bn:00012987n;bn:00072856n;bn:00072857n;bn:00037780n;bn:00078798n;bn:00037779n;bn:00078799n;bn:14728379n;bn:00037634n;bn:00037743n;bn:00037633n;bn:00073211n;bn:00073210n;bn:00035907n,A special variety of domesticated animals within a species ;How something is done or how it happens ;A special type ;A person of a particular character or nature ;An operation that segregates items into groups according to a specified criterion ;(biology) taxonomic group containing one or more species ;A subdivision of a particular kind of thing ;A general kind of something ;(biology) the taxonomic group whose characteristics are used to define the next higher taxon ;n/a ;The properties that distinguish organisms on the basis of their reproductive roles ;An expressive style of music ;A grammatical category in inflected languages governing the agreement between nouns and pronouns and adjectives; in some languages it is quite arbitrary but in Indo-European languages it is usually based on sex or animateness ;A specific kind of something ;(biology) taxonomic group whose members can interbreed ;A category of things distinguished by some common characteristic or quality,,,,
