Token ID	Token	Lemma	POS	Bengali Token	Bengali Lemma	POS BEN	BN Synset	Correct? 	Synonyms?	BN Gloss	Token ID BEN	Annotator notes	English Lemma - WN Glosses	English Lemma - WN Glosses	English Lemma - BN Synsets	English Lemma - BN Glosses
d001.s010.t014	cancer	cancer	N	ক্যান্সারটি	ক্যান্সার	NC	bn:00015180n	1	1	Any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream	d001.s010.t016					
d001.s010.t015	is	be	V	হয়	হয়	PU	n/a			n/a	d001.s010.t014					
d001.s010.t016	unresectable	unresectable	J	অসংশোধনযোগ্য	অসংশোধনযোগ্য	JJ	n/a			n/a	d001.s010.t017					
d001.s010.t017	(		X	যাবে	যাবে	VM	n/a			n/a	d001.s010.t024					
d001.s010.t018	cannot		X	না	না	CX	n/a			n/a	d001.s010.t025					
d001.s010.t019	be	be	V	করা	করা	NV	n/a			n/a	d001.s010.t023					
d001.s010.t020	removed	remove	V	অপসারণ	অপসারণ	JJ	bn:00092783v	1	1	Remove something concrete, as by lifting, pushing, or taking off, or remove something abstract	d001.s010.t022					
d001.s010.t021	by		X	মাধ্যমে	মাধ্যম	NC	n/a			n/a	d001.s010.t021					
d001.s010.t022	surgery	surgery	N	অস্ত্রোপচারের	অস্ত্রোপচার	NC	bn:00059129n	1	1	A medical procedure involving an incision with instruments; performed to repair damage or arrest disease in a living body	d001.s010.t020					
d001.s010.t023	alone	alone	J	শুধুমাত্র	শুধুমাত্র	AMN	bn:00096871a	1	1	Exclusive of anyone or anything else	d001.s010.t019					
d001.s010.t024	)		X	)	)	RDS	n/a			n/a	d001.s010.t026					
d001.s010.t025	and		X	এবং	এবং	CCD	n/a			n/a	d001.s010.t027					
d001.s010.t026	malignant	malignant	J	অস্ত্রোপচারের+ম্যালিগন্যান্ট	অস্ত্রোপচার+ম্যালিগন্যান্ট	NC+NC	bn:00106363a	1	1	Dangerous to health; characterized by progressive and uncontrolled growth (especially of a tumor)	d001.s010.t020+d001.s010.t028	Second word matches				
d001.s010.t027	(		X	(	(	RDS	n/a			n/a	d001.s010.t029					
d001.s010.t028	has	have	V	পড়েছে	পড়েছে	VM	n/a			n/a	d001.s010.t034					
d001.s010.t029	spread	spread	V	ছড়িয়ে	ছড়িয়ে	NC	bn:00092083v	1	1	Become distributed or widespread	d001.s010.t033					
d001.s010.t030	,		X	শুধুমাত্র	শুধুমাত্র	AMN	n/a			n/a	d001.s010.t019					
d001.s010.t031	or		X	বা	বা	CCD	n/a			n/a	d001.s010.t035					
d001.s010.t032	is	be	V	পড়েছে	পড়েছে	VM	n/a			n/a	d001.s010.t034					
d001.s010.t033	likely	likely	J	অপসারণ	অপসারণ	JJ	bn:00105981a	0	0	Has a good chance of being the case or of coming about	d001.s010.t022	Wrong alignment	Has a good chance of being the case or of coming about; Likely but not certain to be or become true or real	has a good chance of being the case or of coming about; likely but not certain to be or become true or real; expected to become or be; in prospect; within the realm of credibility	bn:00105981a; bn:00105982a	Has a good chance of being the case or of coming about; Likely but not certain to be or become true or real
d001.s010.t034	to		X	অপসারণ	অপসারণ	JJ	n/a			n/a	d001.s010.t022					
d001.s010.t035	spread	spread	V	ছড়িয়ে	ছড়িয়ে	NC	bn:00092083v	1	1	Become distributed or widespread	d001.s010.t033					
d001.s010.t036	easily	easily	R	সহজেই	সহজ	AMN	bn:00115155r	1	1	With ease (`easy' is sometimes used informally for `easily')	d001.s010.t037					
d001.s010.t037	,		X	n/a	n/a		n/a			n/a	n/a					
d001.s010.t038	to		X	n/a	n/a		n/a			n/a	n/a					
d001.s010.t039	other	other	J	অন্যান্য	অন্যান্য	JJ	bn:00108011a	1	1	Not the same one or ones already mentioned or implied- the White Queen	d001.s010.t031					
d001.s010.t040	parts	part	N	অংশে	অংশ	NC	bn:00021395n	1	1	Something determined in relation to something that includes it	d001.s010.t032					
d001.s010.t041	of		X	অংশে	অংশ	NC	n/a			n/a	d001.s010.t032					
d001.s010.t042	the		X	শরীরের	শরীর	NC	n/a			n/a	d001.s010.t030					
d001.s010.t043	body	body	N	শরীরের	শরীর	NC	bn:00011744n	1	1	The entire structure of an organism (an animal, plant, or human being)	d001.s010.t030					
d001.s010.t044	)		X	)	)	RDS	n/a			n/a	d001.s010.t040					
d001.s010.t045	,		X	n/a	n/a		n/a			n/a	n/a					
d001.s010.t046	in		X	একত্রে	একত্র	AMN	n/a			n/a	d001.s010.t011					
d001.s010.t047	patients	patient	N	n/a	n/a		bn:00061017n	0	0	A person who requires medical care	n/a	No word aligned	A person who requires medical care; The semantic role of an entity that is not the agent but is directly involved in or affected by the happening denoted by the verb in the clause	a person who requires medical care; the semantic role of an entity that is not the agent but is directly involved in or affected by the happening denoted by the verb in the clause	bn:00061017n; bn:00001742n	A person who requires medical care; The semantic role of an entity that is not the agent but is directly involved in or affected by the happening denoted by the verb in the clause
d001.s010.t048	who		X	n/a	n/a		n/a			n/a	n/a					
d001.s010.t049	have	have	V	n/a	n/a		n/a			n/a	n/a					
d001.s010.t050	not	not	R	n/a	n/a		bn:00116360r	0	0	Negation of a word or group of words	n/a	No word aligned	Negation of a word or group of words	negation of a word or group of words	bn:00116360r	Negation of a word or group of words
d001.s010.t051	received	receive	V	ছড়িয়ে	ছড়িয়ে	NC	bn:00087863v	0	0	Go through (mental or physical states or experiences)	d001.s010.t033	POS mismatch	Get something; come into possession of; Receive a specified treatment (abstract); Register (perceptual input); Go through (mental or physical states or experiences); Express willingness to have in one's home or environs; Accept as true or valid; Bid welcome to; greet upon arrival; Convert into sounds or pictures; Experience as a reaction; Have or give a reception; Receive as a retribution or punishment; Partake of the Holy Eucharist sacrament; Regard favorably or with disapproval	get something; come into possession of; receive a specified treatment (abstract); register (perceptual input); go through (mental or physical states or experiences); express willingness to have in one's home or environs; accept as true or valid; bid welcome to; greet upon arrival; convert into sounds or pictures; experience as a reaction; have or give a reception; receive as a retribution or punishment; partake of the Holy Eucharist sacrament; regard favorably or with disapproval	bn:00089246v; bn:00088208v; bn:00091603v; bn:00087863v; bn:00089891v; bn:00092490v; bn:00092491v; bn:00092492v; bn:00087598v; bn:00092493v; bn:00088740v; bn:00092494v; bn:00092495v	Get something; come into possession of; Receive a specified treatment (abstract); Register (perceptual input); Go through (mental or physical states or experiences); Express willingness to have in one's home or environs; Accept as true or valid; Bid welcome to; greet upon arrival; Convert into sounds or pictures; Experience as a reaction; Have or give a reception; Receive as a retribution or punishment; Partake of the Holy Eucharist sacrament; Regard favorably or with disapproval
d001.s010.t052	chemotherapy	chemotherapy	N	অস্ত্রোপচারের+ম্যালিগন্যান্ট	অস্ত্রোপচার+ম্যালিগন্যান্ট	NC+NC	bn:00018141n	0	0	The use of chemical agents to treat or control disease (or mental illness)	d001.s010.t020+d001.s010.t028	Wrong alignment	The use of chemical agents to treat or control disease (or mental illness)	the use of chemical agents to treat or control disease (or mental illness)	bn:00018141n	The use of chemical agents to treat or control disease (or mental illness)
d001.s010.t053	(		X	(	(	RDS	n/a			n/a	d001.s010.t029					
d001.s010.t054	medicines	medicine	N	ঔষধ+অস্ত্রোপচারের	ঔষধ+অস্ত্রোপচার	NC+NC	bn:00054128n	1	1	(medicine) something that treats or prevents or alleviates the symptoms of disease	d001.s010.t007+d001.s010.t020					
d001.s010.t055	for		X	ঔষধ	ঔষধ	NC	n/a			n/a	d001.s010.t007					
d001.s010.t056	cancer	cancer	N	ক্যান্সার	ক্যান্সার	NC	bn:00015180n	1	1	Any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream	d001.s010.t005					
d001.s010.t057	)		X	সহজেই	সহজ	AMN	n/a			n/a	d001.s010.t037					
d001.s010.t058	before		X	n/a	n/a		n/a			n/a	n/a					
d001.s010.t059	advanced	advanced	J	ছড়িয়ে	ছড়িয়ে	NC	bn:00096528a	0	0	Comparatively late in a course of development	d001.s010.t033	Incorrect sense		farther along in physical or mental development; comparatively late in a course of development; ahead of the times; at a higher level in training or knowledge or skill; ahead in development; complex or intricate; far along in time; (of societies) highly developed especially in technology or industry; situated ahead or going before		
d001.s010.t060	or		X	ম্যালিগন্যান্ট	ম্যালিগন্যান্ট	NC	n/a			n/a	d001.s010.t028					
d001.s010.t061	metastatic	metastatic	J	সিসপ্লাটিন+ম্যালিগন্যান্ট	সিসপ্লাটিন+ম্যালিগন্যান্ট	NC+NC	bn:00106664a	0	0	Relating to or affected by metastasis	d001.s010.t002+d001.s010.t028		Relating to or affected by metastasis	relating to or affected by metastasis	bn:00106664a	Relating to or affected by metastasis
d001.s010.t062	non-small	non-small	J	সিসপ্লাটিন+ম্যালিগন্যান্ট	সিসপ্লাটিন+ম্যালিগন্যান্ট	NC+NC	n/a			n/a	d001.s010.t002+d001.s010.t028					
d001.s010.t063	cell	cell	N	n/a	n/a		bn:00017027n	0	0	(biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals	n/a	No word aligned	Any small compartment; (biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals; A device that delivers an electric current as the result of a chemical reaction; A small unit serving as part of or as the nucleus of a larger political movement; A hand-held mobile radiotelephone for use in an area divided into small sections, each with its own short-range transmitter/receiver; Small room in which a monk or nun lives; A room where a prisoner is kept	any small compartment; (biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals; a device that delivers an electric current as the result of a chemical reaction; a small unit serving as part of or as the nucleus of a larger political movement; a hand-held mobile radiotelephone for use in an area divided into small sections, each with its own short-range transmitter/receiver; small room in which a monk or nun lives; a room where a prisoner is kept	bn:00017026n; bn:00017027n; bn:00017028n; bn:00014536n; bn:00017029n; bn:00017030n; bn:00017031n	Any small compartment; (biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals; A device that delivers an electric current as the result of a chemical reaction; A small unit serving as part of or as the nucleus of a larger political movement; A hand-held mobile radiotelephone for use in an area divided into small sections, each with its own short-range transmitter/receiver; Small room in which a monk or nun lives; A room where a prisoner is kept
d001.s010.t064	lung	lung	N	অ্যালিমটা	অ্যালিমটা	NC	bn:00052341n	1	1	Either of two saclike respiratory organs in the chest of vertebrates; serves to remove carbon dioxide and provide oxygen to the blood	d001.s010.t001					
d001.s010.t065	cancer	cancer	N	ক্যান্সার	ক্যান্সার	NC	bn:00015180n	1	1	Any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream	d001.s010.t005					
d001.s010.t066	that		X	ক্যান্সারটি	ক্যান্সারটি	NC	n/a			n/a	d001.s010.t016					
d001.s010.t067	is	be	V	n/a	n/a		n/a			n/a	n/a					
d001.s010.t068	not	not	R	না	না	CX	bn:00116360r	1	1	Negation of a word or group of words	d001.s010.t025					
d001.s010.t069	affecting	affect	V	প্রতিরোধী	প্রতিরোধী	NC	bn:00082427v	0	0	Act physically on; have an effect upon	d001.s010.t006	POS mismatch	Have an effect upon; Act physically on; have an effect upon; Connect closely and often incriminatingly; Make believe with the intent to deceive; Have an emotional or cognitive impact upon	have an effect upon; act physically on; have an effect upon; connect closely and often incriminatingly; make believe with the intent to deceive; have an emotional or cognitive impact upon	bn:00082426v; bn:00082427v; bn:00082428v; bn:00082429v; bn:00082430v	Have an effect upon; Act physically on; have an effect upon; Connect closely and often incriminatingly; Make believe with the intent to deceive; Have an emotional or cognitive impact upon
d001.s010.t070	the		X	n/a	n/a		n/a			n/a	n/a					
d001.s010.t071	squamous	squamous	J	অসংশোধনযোগ্য+ম্যালিগন্যান্ট	অসংশোধন+ম্যালিগন্যান্ট	JJ+NC	n/a			n/a	d001.s010.t017+d001.s010.t028					
d001.s010.t072	cells	cell	N	অসংশোধনযোগ্য	অসংশোধনযোগ্য	JJ	bn:00017027n	0	0	(biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals	d001.s010.t017		Any small compartment; (biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals; A device that delivers an electric current as the result of a chemical reaction; A small unit serving as part of or as the nucleus of a larger political movement; A hand-held mobile radiotelephone for use in an area divided into small sections, each with its own short-range transmitter/receiver; Small room in which a monk or nun lives; A room where a prisoner is kept	any small compartment; (biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals; a device that delivers an electric current as the result of a chemical reaction; a small unit serving as part of or as the nucleus of a larger political movement; a hand-held mobile radiotelephone for use in an area divided into small sections, each with its own short-range transmitter/receiver; small room in which a monk or nun lives; a room where a prisoner is kept	bn:00017026n; bn:00017027n; bn:00017028n; bn:00014536n; bn:00017029n; bn:00017030n; bn:00017031n	Any small compartment; (biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals; A device that delivers an electric current as the result of a chemical reaction; A small unit serving as part of or as the nucleus of a larger political movement; A hand-held mobile radiotelephone for use in an area divided into small sections, each with its own short-range transmitter/receiver; Small room in which a monk or nun lives; A room where a prisoner is kept
